-5.2904,5.0099,4.9722,-0.57969,0.66813,0.45779,-0.41505,-0.46023,0.80068,0.12445,-0.48643,-1.6635,8
-3.1386,4.5196,1.2383,0.72122,0.093076,-2.3951,-1.3858,0.47345,-1.9317,-1.4866,0.97005,-0.44196,8
-5.2376,7.5207,4.4741,-1.2348,0.90563,-0.25419,-0.074106,-0.37123,0.39388,-0.4342,-0.029542,-0.96937,8
-0.68653,0.20011,-10.364,-2.446,0.52947,5.4248,-2.2536,0.73776,-0.77513,-1.3093,-0.1346,-0.26109,9
-4.9601,5.8451,4.4797,-1.0838,0.87709,0.09459,0.23485,-0.55915,2.1512,-0.445,0.77288,-0.68268,8
-3.9778,-2.9349,4.7982,-0.55233,0.78434,-0.20594,0.011834,0.080665,1.6281,0.24403,-1.4597,0.20634,7
-3.6027,-1.7463,2.9979,-0.53921,-2.176,0.15117,0.79707,-1.7135,-1.5263,-0.83892,0.70901,-1.3978,7
6.1513,-0.14373,-0.25813,1.2008,0.70147,1.1581,-0.49002,1.2907,0.42531,0.83619,1.401,4.6787,10
-5.0662,-2.9283,4.0365,-0.39301,0.72318,-1.9069,-0.27094,1.5933,-0.44671,-0.2334,-0.54832,-0.59737,7
0.61987,2.928,-1.6405,1.4964,-3.5839,-6.2014,-2.4749,1.2326,-0.55844,1.0845,-1.0685,-0.48456,2
-5.6142,-2.0552,3.6687,-1.1172,0.26707,0.40546,-0.74382,-1.0342,0.52629,-0.06288,2.0531,-1.8492,7
-5.657,4.8528,4.9079,0.29224,-0.38158,-1.5954,-0.18125,0.65086,-0.96055,0.30663,-0.79728,0.7137,8
0.8486,-0.6703,-2.2819,-0.37115,-0.20579,-0.74035,3.5752,-3.9029,-2.5806,2.8005,4.3196,-0.1785,6
-4.6203,-3.2951,4.3693,-1.2997,-0.75147,0.7622,0.29422,-0.97204,0.63639,0.76765,0.67062,0.16119,7
-0.0053258,2.8282,-2.1183,1.273,-1.0259,-7.4126,-1.5075,1.2687,-0.12432,1.0618,1.0448,-0.15464,2
-4.8038,-3.1866,4.505,-0.59059,0.59362,-0.15602,0.35645,-1.2809,2.139,1.6701,0.99586,1.0864,7
-4.8289,-2.9898,4.8573,-0.13782,-0.1097,-0.15495,0.52462,0.62641,0.6948,0.040696,-0.16565,-0.68715,7
0.16435,0.17016,-5.1378,-3.1536,1.492,1.7813,-0.68257,1.3643,1.3998,-1.9624,2.9222,2.4087,9
-1.0598,-0.45747,-8.7024,-4.71,1.0693,4.3831,-1.6481,1.4065,1.3323,1.3549,-0.95617,-0.84035,9
-3.9467,2.64,2.5326,0.69366,-0.17948,-2.9442,-0.52861,0.60378,-0.44556,-0.16246,-0.60386,-0.27049,8
6.7868,-0.64002,1.3227,-1.0969,-0.58995,-0.27314,0.81969,-1.4105,0.86315,0.020988,-1.1562,-1.2572,10
9.0884,-0.28435,1.0503,0.034044,-3.2837,2.1303,0.53969,-0.031391,-1.5316,0.17335,-0.21464,1.277,10
0.92553,-1.0923,-5.1853,5.1398,0.055585,1.4725,1.8661,0.032168,0.48899,-0.28684,-0.35754,-0.84862,13
-4.8202,-2.0727,4.1376,1.0364,0.55414,-1.8182,0.060692,0.80539,1.3807,0.47191,-0.18464,-0.0047379,7
-4.3253,-2.0399,4.0342,0.083175,0.2724,0.33883,0.63897,-0.2479,0.16183,-0.067284,-0.090408,0.33566,7
-5.3587,-3.1407,5.1369,0.99339,0.38342,-2.5321,-0.36151,2.3806,-0.60205,-0.6407,-0.91248,-0.57528,7
-3.6653,2.3171,3.6168,-0.34792,0.62206,-0.43562,0.64779,-1.5229,-1.4588,-1.0096,-0.16661,-1.9966,8
-0.15617,-0.90468,-2.2513,0.62819,-0.958,-8.9528,-0.11326,0.54907,-2.7544,1.2602,-0.83527,1.2432,2
-5.0311,7.8498,4.8189,-1.0239,-3.4383,0.34188,0.35692,-0.33817,-0.0082296,0.80943,0.97088,-1.2572,8
0.67569,-1.4884,-3.0488,2.1007,0.44098,-0.067714,4.0652,-3.7288,-3.1247,2.1615,2.9126,-0.054621,4
-4.6737,-3.1105,4.8362,0.24417,0.50871,0.19636,0.14581,-0.51428,-0.23461,-0.3961,1.0868,-0.04429,7
1.096,-1.0129,-2.2941,1.9278,-1.0148,-2.3184,3.5112,-5.1951,-3.4823,1.9192,-2.572,0.54875,1
-0.87103,0.8112,-1.9673,0.39327,-2.1012,-7.6974,-1.096,2.3079,0.073375,0.24435,-2.9559,1.2523,2
1.2695,-0.79826,-2.3735,0.15358,0.18142,-0.64609,3.596,-3.5156,-2.3158,4.3553,1.42,1.7539,6
0.78721,-0.94793,-6.5638,-3.1042,1.4376,1.8825,0.03996,1.362,2.1699,-2.418,-0.55358,1.671,9
-0.3734,-0.81463,-8.3644,2.1106,1.592,3.5903,-3.5888,0.34588,1.7166,1.1077,0.84168,0.54636,13
-0.1454,-0.73841,-5.9457,-2.312,1.0321,0.19266,1.4302,1.2908,1.6309,-1.686,0.36881,-0.48644,9
-3.753,-1.5969,5.0375,-0.32765,0.71397,0.77672,-0.54028,0.75387,1.504,0.13109,3.6881,-0.26666,7
-4.8994,-1.7161,5.271,0.070435,0.82625,-1.4419,-0.41994,0.99218,-0.71177,-0.071662,0.28415,-0.97665,7
0.068315,-0.42484,-3.2174,5.9074,-2.0817,-6.6579,-1.3536,2.284,-0.52321,-0.59507,-1.5704,0.58607,2
7.263,-1.3259,2.0877,-0.66531,0.69248,0.072053,-0.20874,-1.6333,1.593,-3.2607,-3.7866,1.01,10
11.693,-0.37449,2.5952,-0.097248,1.3062,0.12582,0.36625,0.92066,5.1789,-2.9222,-4.3509,2.5946,10
-3.4598,5.0457,2.444,1.666,-1.4747,-0.043616,0.20277,1.0798,2.623,-2.0852,0.55644,-2.0113,8
-0.83526,-1.1047,-7.8546,-1.8787,1.7933,3.7649,-6.115,-1.452,-1.3076,1.2095,-3.189,-1.013,9
1.3984,-0.0016555,-6.4537,-2.2378,1.012,2.9789,-3.1201,-1.7458,-0.38422,1.5435,-0.55797,0.011206,9
1.0323,-0.73351,-2.5172,1.9736,-0.63515,-7.6178,-1.3913,1.8778,-0.47407,-0.23771,-0.7601,-0.04384,2
-4.2851,-2.2524,4.2945,-0.5796,0.48645,-1.0287,0.4199,-0.18469,-0.21805,0.066128,1.9209,1.6084,7
-5.1168,3.9121,4.8247,-0.156,0.55877,-1.4786,-0.58869,0.12431,-0.7527,0.36912,0.19065,-0.45056,8
2.7511,-1.3558,-5.0138,-3.5279,1.4814,3.5268,1.0976,3.6253,-0.71286,-1.0625,0.02215,0.032438,9
