-11.56,-4.7583,-2.8822,-1.496,0.32937,-0.45374,-0.53248,0.75718,-0.19623,-0.91026,1.128,10
-11.037,-2.6354,0.44061,-1.6924,1.4242,0.32214,-3.7079,0.83617,0.59077,1.8771,1.5723,10
0.090581,-0.36051,3.4195,1.7525,-1.5282,-4.3271,1.5877,-0.82073,1.157,1.7406,-0.49517,2
2.1754,6.7607,-4.0934,-4.2,-1.1421,-0.1015,0.57334,0.99358,3.7398,-3.6491,-2.1252,8
3.6556,4.5169,-5.2325,-0.72788,-0.84261,-1.2091,0.50375,-0.4209,0.73517,0.15509,0.67132,8
-0.35894,0.18372,3.2956,7.6855,0.0016272,2.1728,-3.9155,1.2392,-1.1412,2.8253,-1.5368,9
0.692,0.1928,3.4028,2.6984,-6.6149,-7.0432,3.0613,-0.0065192,-1.6665,-2.3681,1.4933,2
-1.305,-0.7792,6.9309,-0.36578,9.1701,-3.2284,-2.2812,-0.087837,-0.15378,3.5259,1.5131,5
5.5071,-2.7991,-5.1375,-1.8852,-0.77587,-1.5089,0.66193,0.81744,1.291,-0.95453,-0.42426,7
-9.3679,-3.367,-1.0785,-1.1893,0.90285,-0.10337,-1.09,0.73674,-0.03195,-0.54772,1.4531,10
-0.14872,-0.28831,5.6676,-1.0987,-5.9123,-3.5716,1.4497,-0.67117,-1.375,-2.5355,-0.71754,2
4.6513,-1.7533,-3.0889,-1.8706,-1.891,-2.109,1.1627,-1.4194,-0.30674,-1.3893,-0.052362,7
-2.4029,-1.4373,6.6973,-1.0332,10.289,-1.8464,1.9221,-0.68941,-1.3243,-0.42359,1.1425,4
0.0035459,-0.56336,4.2347,7.8773,-0.86209,5.6896,-0.4921,-1.3485,-0.48179,0.04213,-2.0593,9
-6.6656,-1.6805,1.7371,-0.072086,1.3175,0.19213,-0.29125,-1.926,-1.817,0.98321,0.18899,10
5.1359,-2.1156,-4.221,-1.0085,-1.7278,-2.1318,0.74984,-0.13314,-0.20899,-0.86133,0.41641,7
5.5172,-2.475,-3.8794,-3.2352,-2.114,-1.7169,1.3272,1.6036,-0.9582,-0.82072,1.8555,7
-9.8723,-2.1825,-0.35032,-1.3777,0.17186,-0.36679,0.88985,-1.4014,-1.1475,5.024,-1.6243,10
3.3359,8.0285,-3.4039,-2.3389,-1.8829,-1.5271,0.58649,0.49393,-0.98838,-0.75416,-0.12569,8
3.7983,6.0245,-3.6388,-2.3343,-0.28571,-1.4297,-0.017813,-1.0755,0.25053,0.18854,0.3798,8
4.9006,-2.9046,-2.4536,-2.6998,-1.3524,-0.034453,-0.17705,0.48285,-1.0646,0.54241,0.13408,7
4.7391,-3.8192,-5.1483,-1.8565,-0.58644,-1.1954,1.1321,2.1998,-0.91996,0.70564,0.68169,7
3.3034,7.4588,-4.682,-1.9591,-0.32928,-0.63887,-0.28515,-0.23449,0.51782,0.67075,0.60195,8
-1.5897,-1.4249,7.8811,-1.5271,6.2223,-2.9481,-8.9883,1.1304,1.8012,3.4339,1.6994,11
3.5343,6.68,-4.0135,-1.9908,-0.7667,-0.88911,-0.17715,-0.50184,-0.26103,0.20624,0.50575,8
-0.60055,0.084299,7.9425,-0.55479,10.554,-2.8492,-2.7431,0.32061,-0.63872,3.1844,1.9108,5
2.0167,6.9576,-2.8958,-0.65214,-2.7258,-3.7546,1.8336,0.65636,-0.49889,-1.9663,0.97039,8
0.049509,-1.3852,6.6875,0.45856,2.8097,-2.7387,-8.7975,1.8937,0.56936,4.8403,3.0187,11
4.2761,-0.52362,-1.4809,-3.3276,-2.3254,-1.1412,1.0377,-0.35568,-1.4983,-0.2344,-1.0986,7
4.9264,-1.7355,-2.187,-3.4256,-2.2353,-1.0815,0.92442,-2.1112,-1.0782,-1.5962,-0.11007,7
0.039698,-0.96366,8.6329,0.15656,2.6855,4.768,1.6394,-0.8891,0.87581,-0.64146,1.2455,13
4.2304,-3.0808,-3.5049,-0.76312,-1.2261,-1.0721,0.24244,1.0311,0.018216,-0.021942,0.92705,7
3.1546,8.0546,-5.441,-1.8884,-0.55857,-0.61678,0.66736,0.62488,0.98904,-0.99048,-0.076226,8
-9.8698,-3.2045,-0.90691,0.11236,0.67042,-0.9862,0.021224,-0.31555,0.39675,0.9406,-0.087358,10
-8.6838,-2.3629,-0.36598,-1.7736,2.2115,1.7731,-1.8795,-1.0185,-0.4224,3.401,1.6488,10
3.8891,6.2913,-4.1176,-1.6043,-1.9909,-2.1801,1.082,-0.050411,0.13356,0.10705,0.49774,8
5.1773,-1.9605,-3.0673,-1.6645,-1.6898,-1.8408,1.6906,0.51866,-0.71094,-2.0473,-0.097633,7
3.4604,5.173,-3.2152,-0.57045,-1.554,-1.6852,1.4025,1.3463,-0.5881,-0.80736,0.46826,8
0.19937,0.050436,4.0059,10.615,-0.19757,7.4678,0.36959,0.040578,-1.5358,-0.71161,-1.288,9
0.47235,-1.0298,8.3407,-1.2364,-0.46489,4.4306,0.16031,-1.0077,-0.36414,1.713,1.5681,13
-13.529,-3.6211,-1.7731,-1.8685,0.85261,0.57867,-0.014649,0.15642,1.6151,-2.7861,0.29087,10
4.9431,-1.357,-2.8585,-1.7653,-1.081,-2.5251,1.0004,-1.7869,-0.47911,-1.4367,0.36397,7
-0.21279,-0.29113,4.0448,7.5103,-0.82668,5.6811,-0.68846,0.065236,-1.55,-0.21202,-3.3473,9
2.6454,7.0494,-2.7514,-0.98649,-1.4051,-1.8585,0.87869,0.1624,-0.52263,0.20174,0.90353,8
0.36829,-1.0191,7.7904,-0.24979,-0.66312,4.5713,1.2492,-1.3799,1.0446,1.8024,0.93923,13
4.617,-2.6894,-4.5204,-1.86,-0.00058988,-1.0427,-0.19492,-1.2031,0.3789,0.17434,0.65883,7
-0.16608,-0.38191,6.6951,5.9068,-0.35392,7.7096,-3.3914,0.89102,-1.8423,0.8037,-2.7445,9
3.5516,5.8913,-3.5773,-1.1796,-0.84456,-1.1487,-0.68791,0.32618,0.24527,0.80259,1.1453,8
-18.816,-2.724,-3.9105,-3.8966,0.037167,0.2001,-2.3767,4.0346,7.3405,-6.1598,-1.9018,10
3.5698,-1.0378,-2.6748,-0.21575,-1.2015,-1.8976,0.54054,-2.2795,0.54665,0.96418,0.51913,7
3.0503,7.8685,-4.8637,-0.55069,-1.7215,-2.1788,1.2999,0.34219,0.12834,-0.64115,0.62342,8
6.7014,-3.6828,-3.7605,-3.3562,-1.5355,-1.3007,1.4653,2.0648,-1.2456,-1.0796,1.6696,7
-11.903,-3.07,-0.00051768,-2.9119,0.26428,-0.48027,-0.27465,-1.6526,-1.5733,2.9065,0.59207,10
-0.23294,-0.63068,3.632,1.9721,-3.6229,-3.5803,0.68976,-1.2114,-1.0664,-0.85592,0.44825,2
-0.0063909,-1.0388,8.2314,0.0050347,-0.57125,6.2279,1.1232,-1.2553,1.0503,1.0374,0.98043,13
-10.936,-3.2911,-0.94068,-3.0143,2.0542,-0.41039,-1.2763,1.8368,1.3808,-3.0614,-0.15431,10
5.2274,-2.9371,-4.5548,-1.8966,-0.43832,-1.1938,0.24453,-0.25258,-0.12044,-0.12491,0.68363,7
0.80636,-0.55224,6.5736,0.32561,13.003,-3.7925,3.261,0.2012,0.16832,-1.1642,0.46632,4
0.60965,-0.6726,6.2656,-1.4965,-6.2667,-4.5212,2.6227,-0.81339,-3.3304,-2.5742,0.22957,2
-7.2727,-2.6911,2.6053,-1.2492,3.344,0.20687,-0.39385,0.61493,-0.53097,4.9952,0.79413,10
5.1235,-1.9931,-1.9632,-2.8094,-2.2651,-1.2637,0.866,0.036642,-1.0835,-1.068,-0.51019,7
-11.352,-2.9025,-2.3162,-1.6908,0.64538,-0.36595,-0.76292,-1.042,0.19057,-1.0661,1.8269,10
-0.7338,-1.434,5.4718,0.34509,2.7505,-2.7793,-7.0915,1.3263,0.92314,4.7408,2.4133,11
-1.0844,-0.9829,7.4588,-1.7629,13.405,-2.6089,1.1915,-0.14832,-0.89048,-1.6612,0.59496,4
-0.57169,-0.6045,5.0001,-1.0793,-6.4316,-3.0601,0.78154,-1.0856,-2.6109,-3.1898,-0.50194,2
-6.6518,-1.9865,0.93657,-1.5691,2.119,0.27781,0.82476,-0.75911,0.14845,4.4376,-0.76684,10
5.383,-3.0504,-3.6258,-2.583,-1.4864,-1.317,0.30962,0.15431,-0.70743,-0.32804,-0.031932,7
2.4899,6.3331,-2.5407,-1.3361,-0.24088,-1.7396,-1.396,-0.01138,0.10268,0.68505,1.3869,8
-1.0117,-1.5077,6.3161,-1.786,11.54,-2.4622,3.0557,-1.7506,-1.0918,-2.5066,-0.63283,4
2.2353,-3.1431,-2.2674,0.18062,-0.38169,-2.0981,-0.085901,2.0379,0.90996,0.20996,1.8792,7
5.5866,-3.0563,-4.6729,-1.0818,-1.6052,-1.7386,0.39726,1.0147,-1.0262,-1.0252,0.63858,7
0.05848,0.26713,4.4448,0.66564,-6.2464,-5.3903,2.7956,-0.29571,-0.409,-1.6617,-1.1601,2
3.6474,-1.4314,-3.9573,-0.44688,-1.5307,-2.3073,-0.070854,-2.0025,0.44437,-0.81639,-0.8187,7
4.5145,-1.3583,-4.2996,-0.98884,-1.1345,-1.0107,0.59925,0.0042737,1.8934,-1.4879,-0.1538,7
-11.644,-3.145,0.8112,-1.8052,3.4626,0.64321,-1.0191,-0.18306,-1.1019,5.5223,1.1273,10
3.0728,3.2939,-2.6104,0.17292,-2.9278,-3.9291,1.9938,-0.9798,-0.24003,0.028642,-2.3487,8
0.35514,-1.2665,7.6785,-0.19125,3.3913,6.344,2.3771,-0.99264,3.0421,0.7999,-1.3009,13
5.4167,-1.1541,-5.8379,-1.6631,-0.66301,-0.41494,0.34503,1.2118,0.36188,-0.41008,0.51194,7
0.61162,-0.94688,8.4038,0.54063,0.59254,6.1703,1.8417,-1.7546,0.93458,0.23421,1.2366,13
-1.9804,-0.67227,3.6647,0.0062758,-5.7206,-4.1195,1.7391,-1.1713,-1.9948,-2.5251,0.2643,2
0.088905,0.066356,6.876,2.1952,-1.7612,6.4361,-0.035031,1.7166,-3.279,0.95254,-3.4216,9
3.626,5.2015,-4.0318,-1.9351,-0.36624,-1.6186,0.15115,-1.4706,0.092442,-0.13476,0.75951,8
2.4602,4.1369,-1.5193,-3.1104,-3.1068,-2.4192,1.1222,-0.82996,-1.3549,-1.6759,0.2715,8
-0.34331,-0.80947,7.017,2.3223,-1.746,6.6175,1.3397,-1.5924,2.4205,1.3587,3.2331,9
3.2847,8.0981,-4.4396,-1.7019,-1.2501,0.13642,0.2212,-0.0038753,0.22018,0.03852,1.1331,8
5.9952,-4.055,-5.6497,-1.7799,1.2103,-1.3227,0.76715,1.9868,0.034567,0.12042,1.6428,7
