12.01,4.1036,-3.5737,-1.5812,0.51947,-0.81027,-1.5255,-0.23306,0.34057,-0.93438,0.27805,1.9364,4.2638,10
11.539,2.0642,0.051255,-1.8878,1.9852,0.6582,-3.7441,0.89544,-3.7058,1.2239,1.3032,-0.20421,-5.232,10
0.051933,0.48722,3.62,2.0517,-2.0479,-4.2558,2.1014,-0.83107,0.39617,1.7588,0.85127,-1.068,-1.0136,2
-2.5199,-6.9233,-3.9354,-4.2865,-0.77952,-0.78174,1.653,5.9711,1.8484,2.4696,-2.3968,-3.7258,-0.8655,8
-4.2624,-4.4459,-5.2793,-0.42904,-0.70998,-1.8366,0.48725,0.36127,0.4891,0.14946,1.2056,-0.069316,1.0757,8
0.50441,-0.15839,3.4117,7.5601,-0.25113,3.2926,-1.6079,-2.9303,-2.7929,2.7102,-3.3571,-0.28589,1.1229,9
-0.51177,0.088347,3.4367,3.1302,-7.4828,-6.8056,0.95416,1.3917,0.8018,-4.3103,0.82851,-0.21062,-0.12074,2
1.4063,0.78971,7.7012,-0.080382,8.9678,-3.2482,-1.3252,-2.6839,-2.8483,1.9854,1.2973,-0.89051,-0.47814,5
-5.5835,3.1782,-5.0834,-1.746,-0.54476,-2.0485,1.2768,2.3342,0.048315,0.62923,-0.42597,-0.88923,0.2573,7
9.7663,2.8491,-1.4778,-1.144,1.372,-0.10186,-1.9129,1.4957,-1.3968,-0.90892,0.13576,-0.46027,-1.7177,10
0.40336,0.44343,5.6211,-1.2713,-6.6938,-3.2857,-0.13843,0.58655,2.1535,-2.6871,-0.53891,0.53561,0.049907,2
-4.7667,2.0877,-3.0106,-1.7754,-1.9503,-2.4457,0.49663,0.31185,1.8155,-1.3142,0.20298,-0.61213,0.079255,7
2.4697,1.3907,7.1552,-0.46775,10.327,-2.2109,0.027858,-0.57436,0.69817,-3.0612,0.93319,0.72547,-0.05671,4
0.15318,0.65601,4.0115,7.4326,-1.0449,6.6296,-0.51416,-1.3861,1.6701,0.10585,-1.6136,0.13225,-2.4708,9
7.0258,1.3342,1.6068,-0.30779,1.3129,0.31191,-0.60838,-2.905,0.54251,-0.98734,0.32268,-0.61625,0.39395,10
-5.2529,2.4736,-4.1625,-0.85132,-1.7737,-2.4328,0.35285,0.52026,0.43982,-1.0322,0.048237,-0.025006,1.0615,7
-5.5698,2.8634,-3.7934,-3.0718,-2.175,-2.0191,0.58371,0.92627,-1.0191,-2.3823,1.2764,1.7611,1.3813,7
10.324,1.6723,-0.73127,-1.6175,0.24923,-0.46469,1.8324,-4.6797,-0.18402,1.2718,0.70271,2.099,-1.9276,10
-4.0246,-8.1217,-3.2388,-2.3781,-1.9865,-1.8816,0.34612,0.60306,-0.30095,-1.5575,-0.098242,0.36301,-1.1747,8
-4.3523,-6.037,-3.4255,-2.1429,-0.29652,-1.8586,0.37581,-0.71061,0.58845,0.59511,0.47929,-1.2925,1.0336,8
-4.9497,3.2422,-2.369,-2.938,-1.4028,-0.10049,0.57433,-0.47862,-1.1394,-0.18585,0.092123,0.016338,0.52489,7
-4.7359,4.1041,-5.0468,-1.7354,-0.52705,-1.5665,2.3609,0.16698,-2.2844,-0.43633,-0.56267,-0.33163,1.7694,7
-3.9265,-7.5827,-4.4918,-1.751,-0.16067,-1.029,0.21998,-0.39876,-0.37441,0.84408,0.71575,-0.54685,1.1906,8
1.761,1.4078,8.4857,-1.59,5.9153,-2.4432,-6.6155,-1.5319,-4.9828,5.8934,-0.32089,-1.7604,-0.084322,11
-4.1458,-6.7169,-3.8663,-1.8872,-0.74432,-1.2754,0.15266,-0.44916,-0.097931,-0.16479,0.58651,-0.63995,0.61552,8
0.55794,-0.047009,8.8165,-0.31658,10.28,-2.9499,-1.942,-2.6089,-2.8995,1.3683,1.1242,-0.31389,0.40595,5
-2.48,-7.0584,-2.7443,-0.23586,-2.8864,-4.1438,0.97411,1.6734,0.22149,-2.32,0.14177,-0.66309,0.51928,8
0.079958,1.4996,7.2548,0.52866,2.6899,-1.9167,-6.1103,-1.8066,-7.6524,5.2131,0.52775,-2.3893,-2.1367,11
-4.4111,0.80287,-1.4057,-3.5502,-2.4324,-1.4515,0.92297,-0.42507,0.47964,-1.4958,-0.39451,0.62815,-1.4688,7
-5.0079,2.1078,-2.1069,-3.5967,-2.2744,-1.3784,0.19042,-0.07747,1.7444,-1.8091,0.43181,-1.4404,-1.2861,7
0.2143,1.0681,8.6574,0.23998,2.737,5.1089,0.55043,0.98514,1.7803,-0.55241,1.6304,0.067405,-0.32249,13
-4.1797,3.358,-3.4562,-0.51509,-1.1138,-1.2212,0.80089,0.29458,-1.2077,0.1068,0.13324,-0.73687,1.7842,7
-3.8014,-8.1769,-5.2686,-1.7714,-0.25717,-1.0954,1.3817,2.4586,-0.54946,0.39082,0.097816,-2.112,-0.80834,8
10.242,2.6727,-1.4056,0.15318,0.81867,-1.19,-0.72603,-0.88853,0.7381,0.15148,0.19793,1.8398,0.66614,10
8.9853,1.9209,-0.77925,-1.9412,2.5354,1.828,-2.0977,-2.4552,-1.4567,0.41385,2.3833,1.9291,-2.5252,10
-4.5136,-6.2448,-4.0277,-1.2844,-2.0779,-2.5423,0.83251,0.28636,0.055825,-0.63869,1.2055,0.93335,0.038526,8
-5.3614,2.3822,-3.0664,-1.6573,-1.7965,-2.2389,0.25742,2.0412,0.80125,-2.8781,0.14987,1.5902,-1.4017,7
-3.939,-5.1661,-3.131,-0.34076,-1.6172,-1.9802,0.82117,0.86263,-0.48626,-1.9087,0.45607,1.3545,0.73587,8
-0.10264,0.084115,3.8304,10.144,-0.23852,8.8211,-0.094904,-0.2288,-0.013836,-1.5484,-1.0895,0.70486,-1.9249,9
-0.23198,1.2089,8.2604,-1.4301,-0.56136,4.861,0.56766,-1.2905,0.16566,0.071937,2.1691,-0.5375,0.51356,13
14.139,2.8685,-2.3949,-2.0041,1.4298,0.38027,-0.98764,3.5249,1.1072,-0.32391,-0.3867,-1.3192,-0.5907,10
-5.1506,1.728,-2.7501,-1.6435,-1.244,-2.8546,-0.22487,0.083622,1.7333,-1.7568,0.93783,-0.057506,-0.48472,7
0.35111,0.33275,4.0811,6.8793,-0.96054,6.752,0.42021,-0.75677,0.26736,0.61474,-4.1985,-1.0941,-2.2164,9
-3.1959,-7.1331,-2.5397,-0.78477,-1.5184,-2.1037,0.95615,-0.1035,-0.54501,-0.68592,0.83158,-0.47286,0.54513,8
-0.024466,1.177,7.7578,-0.29931,-0.6179,4.9614,1.8246,-0.77974,0.87998,1.411,2.2153,-0.98004,-0.0071615,13
-4.6481,2.9794,-4.4303,-1.6694,0.24507,-1.3473,-0.091135,-0.61611,0.38124,0.3784,0.72726,-1.0201,1.365,7
0.44665,0.47179,6.7628,4.9558,-0.39422,9.1828,-1.5886,-1.3612,-1.806,1.3686,-3.2001,0.098557,-1.5011,9
-4.1725,-5.8789,-3.5035,-0.90613,-0.80623,-1.4553,-0.30126,-0.10543,-0.88917,0.45003,1.0503,0.40361,1.6357,8
19.633,1.5578,-4.7977,-4.1879,1.2658,-0.1875,-3.4384,12.357,-0.50287,3.3383,-2.3061,-1.6473,-8.8725,10
-3.6628,1.3,-2.599,-0.012772,-1.1956,-2.1036,1.0091,-1.2077,0.79626,1.1593,1.3023,-2.5917,0.16242,7
-3.7966,-7.944,-4.8842,-0.10071,-1.7718,-2.7561,0.82251,0.90043,0.33757,-1.2311,0.60061,0.68982,0.93504,8
-6.7706,4.1688,-3.7002,-3.1237,-1.4446,-1.6253,1.0523,1.5638,-1.857,-2.6488,0.90956,1.0765,0.34865,7
12.554,2.4838,-0.32921,-3.0846,0.53964,-0.62276,0.85551,-3.4927,-0.74088,0.57523,0.7982,-1.6001,1.527,10
0.47942,0.75383,3.6757,2.1143,-4.3219,-3.0565,-0.00087215,-0.9327,0.84131,-1.2862,-0.017037,-1.4927,0.5634,2
0.39041,1.1607,8.1601,-0.12525,-0.39972,6.6833,1.7058,-0.10962,1.2487,1.1951,1.8261,-1.2603,0.31833,13
11.594,2.674,-1.2671,-3.2383,2.7034,-0.58702,-1.5736,4.8927,-0.88473,-0.23092,-1.4899,-1.9988,-1.6321,10
-5.3349,3.2986,-4.4738,-1.8344,-0.41452,-1.5569,0.76203,-0.031136,-0.25444,-0.017786,0.294,-1.2482,1.3551,7
-0.86314,0.65002,7.1675,1.2383,12.99,-4.5694,0.37221,-0.43752,2.0504,-2.7682,1.4056,3.7582,1.8411,4
-0.32628,0.9288,6.3669,-1.6419,-7.2032,-4.1649,1.0739,0.1549,1.146,-4.6696,-0.094996,-0.83601,-1.179,2
7.7364,2.39,2.6789,-1.0823,3.8344,0.081669,0.94964,-2.5885,-2.5522,1.3721,1.1152,1.0174,-0.57524,10
