-11.56,-4.7583,-2.8822,-1.496,0.32937,-0.45374,-0.53248,0.75718,-0.19623,-0.91026,1.128,2.2819,2.4003,1.4478,1.8815,-0.76147,-2.2321,0.44129,-2.7727,1.1726,-1.269,1.0278,0.17516,-0.22648,0.47111,-2.7371,1.6253,-1.9968,1.1873,-0.26665,-1.7373,0.4506,10
-11.037,-2.6354,0.44061,-1.6924,1.4242,0.32214,-3.7079,0.83617,0.59077,1.8771,1.5723,-1.6055,-5.7189,-3.6955,0.41063,3.8955,-0.6714,-1.1834,2.1148,-1.016,-0.34335,-3.5201,0.61522,-0.98141,2.3878,-1.5733,-1.7374,-2.1122,-0.79335,1.4227,-1.4608,0.83062,10
0.090581,-0.36051,3.4195,1.7525,-1.5282,-4.3271,1.5877,-0.82073,1.157,1.7406,-0.49517,-0.74065,0.91136,1.1734,-2.704,1.3245,-1.4609,-1.8322,-0.27788,-3.7866,-0.6889,1.1452,1.0479,1.5896,0.91077,0.78533,1.6555,-0.46952,3.9042,0.21,-1.0813,0.24315,2
2.1754,6.7607,-4.0934,-4.2,-1.1421,-0.1015,0.57334,0.99358,3.7398,-3.6491,-2.1252,-4.8149,-0.31857,1.459,-1.819,-0.2614,0.20717,1.6653,2.603,0.40527,-0.3186,-2.2104,-0.80804,0.56257,-0.2181,-0.59972,0.50282,-1.1357,0.97936,-0.024806,-0.18267,0.40564,8
3.6556,4.5169,-5.2325,-0.72788,-0.84261,-1.2091,0.50375,-0.4209,0.73517,0.15509,0.67132,-0.24407,-0.008498,0.01896,1.5371,-2.4353,-3.4785,0.48233,-2.0602,0.097507,3.0502,-2.1992,-0.50071,-1.3525,-1.7865,1.4184,0.4945,-0.040763,1.9782,-0.51424,-0.8725,-0.73065,8
-0.35894,0.18372,3.2956,7.6855,0.0016272,2.1728,-3.9155,1.2392,-1.1412,2.8253,-1.5368,-1.7089,1.7936,-1.1378,3.9286,-0.1568,-1.48,-0.028579,3.1185,0.50641,1.6301,-0.040506,1.4131,-2.5159,0.55034,2.3775,-8.6331,-1.4156,3.043,-3.3739,0.63876,0.65499,9
0.692,0.1928,3.4028,2.6984,-6.6149,-7.0432,3.0613,-0.0065192,-1.6665,-2.3681,1.4933,-0.0061292,-1.3612,-0.27124,0.62863,-2.686,-1.6424,0.41837,2.1416,1.1784,0.36291,1.0869,1.454,-0.62944,0.74761,1.2077,-0.33013,0.86676,0.5166,0.26037,-1.1141,-0.038256,2
-1.305,-0.7792,6.9309,-0.36578,9.1701,-3.2284,-2.2812,-0.087837,-0.15378,3.5259,1.5131,-0.95031,-0.091915,-0.11028,-1.1832,0.16706,-1.1864,-1.3602,1.417,-1.2252,0.22029,-1.1743,0.9638,-0.18883,0.29899,-0.011948,1.0476,-0.47677,0.36572,-0.070527,-0.9485,-0.048948,5
5.5071,-2.7991,-5.1375,-1.8852,-0.77587,-1.5089,0.66193,0.81744,1.291,-0.95453,-0.42426,-1.3976,-0.46534,0.48229,-0.16455,-2.1106,0.072508,-0.1969,-0.10852,-1.6322,0.28788,-1.1013,0.415,-1.1398,0.23694,-1.4949,1.2096,-0.73873,0.95756,-0.40939,-0.74956,-0.62858,7
-9.3679,-3.367,-1.0785,-1.1893,0.90285,-0.10337,-1.09,0.73674,-0.03195,-0.54772,1.4531,-1.4038,-3.8254,-1.4183,2.3296,4.6304,-1.1174,-1.1267,-0.39019,-0.73264,-1.1878,0.40734,0.23421,-1.2489,1.3841,1.2249,-0.19981,-1.752,-1.2253,1.702,2.0521,1.2554,10
-0.14872,-0.28831,5.6676,-1.0987,-5.9123,-3.5716,1.4497,-0.67117,-1.375,-2.5355,-0.71754,1.0452,-0.11778,0.29333,-0.02758,-0.77331,-0.43744,0.84638,0.55799,2.024,-0.44398,0.10038,-0.78081,0.7528,-0.016976,1.7385,0.9236,0.42989,-0.98857,0.2883,0.37615,-0.21749,2
4.6513,-1.7533,-3.0889,-1.8706,-1.891,-2.109,1.1627,-1.4194,-0.30674,-1.3893,-0.052362,0.10554,-1.3065,0.84894,0.34395,-1.8712,-0.026388,-1.7003,0.48366,-0.44689,-0.3329,0.6157,0.30842,1.0597,-0.61742,2.4076,0.51944,-0.44769,-0.11876,0.049389,-0.69263,-0.9514,7
