-5.2904,5.0099,4.9722,-0.57969,0.66813,0.45779,-0.41505,-0.46023,0.80068,0.12445,-0.48643,-1.6635,-0.48775,1.4336,0.24228,-1.117,-0.015299,0.13087,1.1326,-0.20735,-1.4755,1.3723,1.3736,0.65529,-0.61758,-0.61428,-0.63513,1.0356,-1.1381,1.2179,-0.3974,0.90454,8
-3.1386,4.5196,1.2383,0.72122,0.093076,-2.3951,-1.3858,0.47345,-1.9317,-1.4866,0.97005,-0.44196,0.43494,-0.88208,-0.50292,0.66663,1.0534,1.5388,-0.54055,-0.74459,0.79223,-1.1754,-0.68995,3.0953,-0.87225,-0.16346,-0.11295,-1.485,-0.052774,-0.83167,1.7084,-0.88203,8
-5.2376,7.5207,4.4741,-1.2348,0.90563,-0.25419,-0.074106,-0.37123,0.39388,-0.4342,-0.029542,-0.96937,-1.4016,1.4835,-2.9886,-1.2884,-2.1309,-0.47717,2.1567,0.72646,-0.87236,0.4384,-0.26091,0.0047424,0.37677,-0.082428,-1.3185,0.066965,0.70847,-0.1373,-0.084932,0.59431,8
-0.68653,0.20011,-10.364,-2.446,0.52947,5.4248,-2.2536,0.73776,-0.77513,-1.3093,-0.1346,-0.26109,-0.36088,0.57437,-1.5529,-0.99073,-3.5509,1.1107,-1.9679,-1.8772,-1.7512,0.048414,-2.0068,1.4842,-0.19626,0.6189,-0.63624,-0.12768,1.0001,-1.1666,-0.49489,0.2074,9
-4.9601,5.8451,4.4797,-1.0838,0.87709,0.09459,0.23485,-0.55915,2.1512,-0.445,0.77288,-0.68268,-2.0602,0.64581,0.042312,1.7726,-1.684,0.64085,-0.29808,-0.16302,-0.76332,-0.82016,0.71432,-1.415,0.43028,0.9646,-1.1505,-1.5295,1.4159,-0.88802,-0.18189,0.17735,8
-3.9778,-2.9349,4.7982,-0.55233,0.78434,-0.20594,0.011834,0.080665,1.6281,0.24403,-1.4597,0.20634,3.3525,3.389,0.29834,-0.51889,0.78929,-1.3364,-0.1169,1.0022,0.26626,-0.90413,1.5863,-1.9585,-0.4767,-0.18537,-1.1482,0.70646,-1.1201,0.27251,-0.43973,-0.64853,7
-3.6027,-1.7463,2.9979,-0.53921,-2.176,0.15117,0.79707,-1.7135,-1.5263,-0.83892,0.70901,-1.3978,0.70956,0.084935,-0.2787,-1.7101,1.2341,-0.21666,2.3813,-0.35326,-1.3424,-0.55037,-0.81991,-0.30423,-0.063273,0.35068,0.68347,-0.12631,0.67439,-0.64063,0.27112,0.46797,7
6.1513,-0.14373,-0.25813,1.2008,0.70147,1.1581,-0.49002,1.2907,0.42531,0.83619,1.401,4.6787,0.65555,1.7507,1.6044,1.8123,1.882,-1.1293,1.9675,0.044422,-0.36692,2.4206,-1.7377,-1.6106,0.26958,3.1939,1.4036,0.34619,0.47288,1.3702,-0.83169,-0.20061,10
-5.0662,-2.9283,4.0365,-0.39301,0.72318,-1.9069,-0.27094,1.5933,-0.44671,-0.2334,-0.54832,-0.59737,-0.67413,1.764,0.050034,0.4113,1.3279,0.67169,2.2408,0.081127,-0.2123,0.2089,-0.41242,-2.0707,0.19678,-1.079,-2.8719,-0.35694,-1.2618,1.142,0.89179,0.14625,7
0.61987,2.928,-1.6405,1.4964,-3.5839,-6.2014,-2.4749,1.2326,-0.55844,1.0845,-1.0685,-0.48456,0.40912,-0.73394,-1.6069,-0.10809,0.0069094,-0.74039,0.69739,-0.66074,-0.32164,0.82101,1.9452,0.84175,0.17216,0.04704,1.3178,-0.42012,-1.4197,-0.10254,0.22735,-0.021193,2
-5.6142,-2.0552,3.6687,-1.1172,0.26707,0.40546,-0.74382,-1.0342,0.52629,-0.06288,2.0531,-1.8492,0.68427,-0.45158,0.5928,0.41697,1.4903,-0.17352,-1.516,-2.2498,-0.95332,-2.0178,-0.1378,-1.1075,-0.77524,0.39655,1.2727,0.9526,-2.5273,1.4931,-1.8061,0.38375,7
-5.657,4.8528,4.9079,0.29224,-0.38158,-1.5954,-0.18125,0.65086,-0.96055,0.30663,-0.79728,0.7137,0.63698,-0.3579,0.014618,-0.27375,0.85977,2.8427,-0.50003,-0.5554,0.33988,-0.6409,1.6951,0.87278,-1.0317,-0.59951,-0.015386,0.32091,-1.3334,0.98829,0.87477,0.60578,8
0.8486,-0.6703,-2.2819,-0.37115,-0.20579,-0.74035,3.5752,-3.9029,-2.5806,2.8005,4.3196,-0.1785,2.1548,-3.8778,3.8648,1.7487,0.12794,0.67297,-0.63301,1.6417,3.5996,-1.0977,0.44855,0.349,4.5015,-1.6783,3.3927,7.3316,7.2716,2.3645,2.0918,0.50339,6
-4.6203,-3.2951,4.3693,-1.2997,-0.75147,0.7622,0.29422,-0.97204,0.63639,0.76765,0.67062,0.16119,-0.8417,1.1819,-0.26222,1.6699,-0.54295,1.3392,-0.39119,1.1812,0.39909,0.1886,3.0062,0.19087,-1.9366,-1.4257,-0.026519,0.35835,-0.86731,0.66483,0.13021,0.82029,7
-0.0053258,2.8282,-2.1183,1.273,-1.0259,-7.4126,-1.5075,1.2687,-0.12432,1.0618,1.0448,-0.15464,-2.526,1.4149,-1.183,0.44479,-0.036409,4.1012,-0.80465,0.2722,3.3275,0.10379,0.11891,0.52349,0.9023,-1.3273,-0.70345,0.073635,-1.0936,-0.72425,-0.96614,-1.6248,2
-4.8038,-3.1866,4.505,-0.59059,0.59362,-0.15602,0.35645,-1.2809,2.139,1.6701,0.99586,1.0864,-0.23378,0.96326,-0.53292,0.85111,-0.078794,1.5566,-1.6103,1.6222,-0.39403,1.6853,0.41583,-0.53022,-0.25901,0.018029,0.43373,-0.80444,-1.8623,-0.03321,-0.18716,1.5077,7
-4.8289,-2.9898,4.8573,-0.13782,-0.1097,-0.15495,0.52462,0.62641,0.6948,0.040696,-0.16565,-0.68715,-0.26636,0.1688,1.0696,0.010466,0.41709,-0.012192,0.17604,-0.068573,-0.86305,0.93682,0.50726,-0.59942,0.83626,0.46006,-0.7632,-0.83492,-1.1965,-0.42173,0.95991,0.08119,7
0.16435,0.17016,-5.1378,-3.1536,1.492,1.7813,-0.68257,1.3643,1.3998,-1.9624,2.9222,2.4087,0.58845,0.34372,-0.43407,0.40395,0.47333,-0.46443,1.6922,0.748,3.3134,-1.3215,1.1824,2.0806,-2.1406,1.5133,1.024,0.47671,0.040132,1.5662,-0.73551,0.83004,9
-1.0598,-0.45747,-8.7024,-4.71,1.0693,4.3831,-1.6481,1.4065,1.3323,1.3549,-0.95617,-0.84035,-1.8811,-0.043022,-0.68126,1.4681,-2.6417,-0.90921,-2.7868,1.4118,-1.626,-0.17497,-1.3419,0.48159,0.077515,0.27319,-1.501,1.2408,-0.26852,1.0109,-0.65097,1.7826,9
-3.9467,2.64,2.5326,0.69366,-0.17948,-2.9442,-0.52861,0.60378,-0.44556,-0.16246,-0.60386,-0.27049,0.49815,0.23942,-0.9986,-1.0601,-0.20325,-0.72152,1.7214,-0.53421,-0.52645,-0.21666,-0.38531,0.90522,1.0378,-0.50122,1.3765,0.20037,-0.26971,1.3305,0.38159,1.412,8
6.7868,-0.64002,1.3227,-1.0969,-0.58995,-0.27314,0.81969,-1.4105,0.86315,0.020988,-1.1562,-1.2572,-2.6505,-0.18162,-1.0005,0.32611,0.11261,-1.948,1.0162,-0.57989,0.59065,-1.0084,-1.1691,-0.34845,0.93534,-0.029732,-0.14733,1.9598,0.23408,-1.2944,-1.1153,1.1735,10
9.0884,-0.28435,1.0503,0.034044,-3.2837,2.1303,0.53969,-0.031391,-1.5316,0.17335,-0.21464,1.277,-1.9003,0.099242,-0.72314,0.22286,0.35998,-2.784,1.1509,-0.47177,-1.8689,1.4939,0.86172,-0.19533,0.30152,3.263,0.17779,-0.46437,0.30588,-0.071078,-0.29278,-0.62274,10
0.92553,-1.0923,-5.1853,5.1398,0.055585,1.4725,1.8661,0.032168,0.48899,-0.28684,-0.35754,-0.84862,-2.8268,-0.045856,-0.63463,0.52279,-1.3215,1.0554,1.0917,1.1301,-1.0905,-0.97997,1.2112,-0.52323,-0.70424,1.1705,0.84165,-0.18674,0.054337,-1.3924,0.8663,-0.68819,13
-4.8202,-2.0727,4.1376,1.0364,0.55414,-1.8182,0.060692,0.80539,1.3807,0.47191,-0.18464,-0.0047379,-0.87116,-2.0649,0.63513,0.62817,-0.039761,0.076953,-1.0905,-0.39369,-0.65158,-0.88005,0.26195,-1.5663,0.14112,-0.96506,1.8768,-0.49699,-1.2328,-0.29197,-1.7382,-0.19678,7
