,t-SNE 1,t-SNE 2,label
0,36.25191879272461,-23.98601722717285,10
1,-15.03550910949707,-41.00790786743164,7
2,-65.84243774414062,29.744876861572266,8
3,53.35337448120117,26.716835021972656,13
4,20.502304077148438,-36.1877555847168,10
5,51.441707611083984,44.297950744628906,13
6,55.7254524230957,2.579479932785034,4
7,11.453537940979004,44.961490631103516,9
8,15.59312915802002,-55.78748321533203,10
9,59.07759475708008,21.856008529663086,13
10,30.256229400634766,45.28109359741211,9
11,-37.92702865600586,26.99870491027832,8
12,-16.339801788330078,29.663341522216797,3
13,2.3402340412139893,40.56394958496094,9
14,37.81394958496094,-29.20821762084961,10
15,41.77577590942383,19.7639102935791,13
16,36.5828971862793,-26.821123123168945,10
17,22.767560958862305,-24.001373291015625,10
18,-35.93433380126953,18.144983291625977,8
19,44.18325424194336,24.263681411743164,13
20,41.055904388427734,-43.56819534301758,10
21,27.396648406982422,-1.7236298322677612,11
22,22.315792083740234,-48.26667022705078,10
23,-64.00852966308594,10.7556791305542,8
24,-30.74287986755371,-13.170345306396484,7
25,-40.376075744628906,-32.432044982910156,7
26,-2.172738790512085,27.44147491455078,3
27,-15.335745811462402,-48.138301849365234,7
28,-68.3687515258789,0.5651262998580933,8
29,-37.022491455078125,3.7730491161346436,8
30,-31.41884422302246,-8.0454740524292,7
31,60.7452278137207,-5.424495220184326,6
32,-10.003228187561035,28.673980712890625,3
33,47.027488708496094,-68.6038818359375,10
34,-33.53301239013672,16.905799865722656,8
35,29.423019409179688,0.4388369619846344,11
36,-33.615089416503906,16.723478317260742,8
37,62.26276779174805,17.916494369506836,13
38,-2.17790150642395,25.810588836669922,3
39,-24.048999786376953,-18.13047981262207,7
40,36.94451904296875,-20.937421798706055,10
41,12.66557788848877,-54.01554489135742,10
42,-12.480426788330078,-38.057464599609375,7
43,-10.961045265197754,47.46396255493164,9
44,19.823331832885742,45.80754089355469,9
45,-3.958352565765381,50.59132766723633,9
46,9.775022506713867,-28.149171829223633,10
47,-54.28561782836914,10.146098136901855,8
48,6.027766704559326,64.05353546142578,9
49,6.1577887535095215,-33.333248138427734,10
50,51.21647262573242,44.683048248291016,13
51,1.4530565738677979,63.1905403137207,9
52,-56.186676025390625,22.95988655090332,8
53,-40.025352478027344,7.081217288970947,8
54,7.9218058586120605,64.0462646484375,9
55,-4.3877272605896,-25.253097534179688,7
56,17.684452056884766,-32.91755294799805,10
57,-33.429752349853516,-12.529047012329102,7
58,63.53779220581055,23.211837768554688,13
59,42.82194137573242,-6.29274320602417,4
60,30.66280174255371,49.87174606323242,9
61,4.614996910095215,-41.959224700927734,10
62,-22.1451358795166,-7.3192901611328125,7
63,-32.026702880859375,-36.69638442993164,7
64,27.74945640563965,-30.279752731323242,10
65,-13.48166561126709,-39.0223503112793,7
66,-62.403804779052734,9.387383460998535,8
67,29.824262619018555,63.7360954284668,9
68,-50.72193908691406,25.772111892700195,8
69,-21.988815307617188,-28.984006881713867,7
70,58.32252883911133,-3.52801775932312,6
71,-9.290210723876953,27.383968353271484,3
72,40.87103271484375,18.286235809326172,12
73,-30.101051330566406,-39.35306930541992,7
74,45.07728576660156,-47.42087173461914,10
75,8.184699058532715,-45.034873962402344,10
76,26.755353927612305,-2.925490617752075,11
77,47.648895263671875,21.402740478515625,13
78,19.828237533569336,-25.4307918548584,10
79,-56.037471771240234,35.87211990356445,8
80,20.097572326660156,-29.66429901123047,10
81,-55.339683532714844,7.502127170562744,8
82,41.99885940551758,-51.45268630981445,10
83,-7.290946960449219,29.790189743041992,3
84,54.559993743896484,21.447067260742188,13
85,-44.291893005371094,17.749616622924805,8
86,-7.761482238769531,-32.62565231323242,7
87,-63.04836654663086,-1.51101815700531,8
88,-9.807798385620117,-9.061230659484863,7
89,-5.188074111938477,23.807645797729492,3
90,18.013151168823242,-4.441351890563965,1
91,47.29987335205078,-4.2718024253845215,4
92,-6.229835033416748,-9.729994773864746,7
93,-1.6661534309387207,-10.790582656860352,7
94,32.67645263671875,-23.124942779541016,10
95,49.330440521240234,-23.560054779052734,10
96,7.495352268218994,13.863710403442383,2
97,35.889610290527344,-34.0903434753418,10
98,56.19914245605469,22.725526809692383,13
99,-40.704307556152344,21.948484420776367,8
100,-57.202884674072266,36.94647979736328,8
101,51.10969924926758,-1.1553393602371216,4
102,-11.072184562683105,61.89668655395508,9
103,-63.6431999206543,9.8446683883667,8
104,11.062585830688477,56.616004943847656,9
105,-6.969221115112305,28.85189437866211,3
106,-5.993594169616699,-22.867263793945312,7
107,-35.96615219116211,-26.58974266052246,7
108,-55.94327926635742,-4.540587902069092,8
109,-2.096566677093506,-8.130791664123535,7
110,4.3770270347595215,35.08158493041992,9
111,48.92633819580078,34.755645751953125,13
112,12.913012504577637,-29.69874382019043,10
113,0.5982682108879089,-24.185800552368164,7
114,40.75288772583008,-23.978986740112305,10
115,22.25741958618164,41.459110260009766,9
116,12.088444709777832,50.47939682006836,9
117,-16.80286407470703,-22.516523361206055,7
118,10.632428169250488,10.331727027893066,2
119,4.208620071411133,-23.3564453125,7
120,28.39617156982422,-59.06824493408203,10
121,-8.68089485168457,-34.268272399902344,7
122,45.90625762939453,32.88631820678711,13
123,51.264060974121094,-50.928157806396484,10
124,8.675773620605469,47.50786209106445,9
125,19.314254760742188,55.08927536010742,9
126,-6.2520623207092285,49.57469177246094,9
127,-44.46977996826172,-34.9076042175293,7
128,-8.056188583374023,55.94325637817383,9
129,4.874608516693115,-42.60472106933594,10
130,-49.18895721435547,1.1722058057785034,8
131,-34.72230529785156,-47.26716995239258,7
132,52.18148422241211,-55.236976623535156,10
133,-22.214771270751953,-0.8649383783340454,7
134,41.304195404052734,-45.18113327026367,10
135,45.26936340332031,-25.01121711730957,10
136,33.29141616821289,41.89958572387695,9
137,-24.98472023010254,-20.394189834594727,7
138,-0.3325254023075104,48.149044036865234,9
139,-6.277619361877441,53.948551177978516,9
140,-13.500869750976562,-41.72343826293945,7
141,30.220949172973633,-35.89255905151367,10
142,63.672882080078125,17.953655242919922,13
143,28.41729164123535,61.89177703857422,9
144,38.73506546020508,-42.486106872558594,10
145,-50.88988494873047,1.8941078186035156,8
146,1.751459002494812,-11.103287696838379,7
147,12.930206298828125,37.0212516784668,9
148,-13.148175239562988,-34.57474899291992,7
149,34.485836029052734,48.00496292114258,9
150,47.15863037109375,6.083878993988037,14
151,-13.494467735290527,-39.57720947265625,7
152,-31.368896484375,-21.517375946044922,7
153,-50.38697052001953,-3.6913697719573975,8
154,-20.34012794494629,-19.904369354248047,7
155,20.396032333374023,-21.41378402709961,10
156,14.40494441986084,51.63434982299805,9
157,-20.882802963256836,-26.1283016204834,7
158,-34.45228576660156,-44.94638442993164,7
159,28.16791534423828,0.10145381093025208,11
160,49.579620361328125,24.447561264038086,13
161,33.396583557128906,-42.095943450927734,10
162,2.569256544113159,62.30842590332031,9
163,27.196748733520508,-46.47846603393555,10
164,14.141006469726562,-38.91773986816406,10
165,6.339518070220947,-10.792598724365234,7
166,-4.3232526779174805,24.34024429321289,3
167,13.940128326416016,-43.71989440917969,10
168,-46.93169021606445,36.45272445678711,8
169,62.94176483154297,20.392480850219727,13
170,-44.11640930175781,17.988719940185547,8
171,5.331476211547852,24.736270904541016,2
172,45.1071662902832,19.464946746826172,13
173,50.53356170654297,38.982112884521484,13
174,-12.809835433959961,29.314430236816406,3
175,60.63402557373047,-6.89467191696167,6
176,32.44037628173828,52.26713943481445,9
177,42.784515380859375,-52.723480224609375,10
178,39.2627067565918,-62.344364166259766,10
179,16.074420928955078,12.773832321166992,2
180,-30.874568939208984,22.03122901916504,8
181,-11.114877700805664,-26.45581817626953,7
182,-30.546260833740234,-29.923349380493164,7
183,-63.02903747558594,16.73171043395996,8
184,14.348854064941406,-25.237049102783203,10
185,35.30342483520508,-52.37812805175781,10
186,-25.673274993896484,-19.056392669677734,7
187,-35.185916900634766,18.218576431274414,8
188,14.774656295776367,16.769556045532227,2
189,43.52533721923828,23.421695709228516,13
190,-43.11482238769531,16.753711700439453,8
191,0.12559999525547028,4.297884464263916,7
192,28.153730392456055,48.71083068847656,9
193,-14.735504150390625,-15.460556030273438,7
194,52.98622512817383,-44.176761627197266,10
195,52.8589973449707,-3.1381969451904297,4
196,-24.495864868164062,-28.197113037109375,7
197,22.05279541015625,45.166961669921875,9
198,11.160412788391113,-38.68234634399414,10
199,18.769039154052734,-50.09839630126953,10
200,41.649192810058594,-26.498340606689453,10
201,-14.63912296295166,31.712162017822266,3
202,8.542035102844238,15.194483757019043,2
203,16.405851364135742,-4.610825538635254,1
204,6.013276100158691,40.955989837646484,9
205,-6.399474620819092,28.699777603149414,3
206,60.37750244140625,26.782472610473633,13
207,39.591739654541016,-59.51368713378906,10
208,-5.151777267456055,61.342281341552734,9
209,26.362661361694336,4.023625373840332,11
210,49.3925666809082,26.74530029296875,13
211,35.54416275024414,-50.561622619628906,10
212,48.39509963989258,35.61301803588867,13
213,-5.291938304901123,-10.915695190429688,7
214,-2.4128894805908203,-22.026302337646484,7
215,64.78181457519531,15.126286506652832,13
216,-58.79823684692383,-13.472691535949707,8
217,-6.722684860229492,-42.57415771484375,7
218,-68.34841918945312,3.3026041984558105,8
219,12.890515327453613,45.702186584472656,9
220,-5.425766468048096,51.01120376586914,9
221,14.795817375183105,-7.53155517578125,1
222,36.027069091796875,-21.62272071838379,10
223,-10.69273853302002,-50.46101379394531,7
224,-11.893415451049805,3.3611786365509033,7
225,28.20306968688965,-45.07734298706055,10
226,-42.30633544921875,-35.016544342041016,7
227,-6.882985591888428,47.15504455566406,9
228,-18.981203079223633,-4.293688774108887,7
229,-34.998809814453125,26.830482482910156,8
230,-23.18638038635254,-20.300771713256836,7
231,-2.6286025047302246,5.654144287109375,7
232,51.34170150756836,28.551252365112305,13
233,8.263238906860352,13.611414909362793,2
234,2.9106764793395996,-16.189376831054688,7
235,20.306575775146484,56.56452941894531,9
236,48.431827545166016,-66.3588638305664,10
237,-41.92897033691406,13.078808784484863,8
238,-64.33869934082031,2.9787988662719727,8
239,6.052551746368408,-38.07894515991211,10
240,6.09558629989624,-44.324859619140625,10
241,29.746688842773438,44.56864547729492,9
242,49.3030891418457,-57.244720458984375,10
243,18.317167282104492,51.06370544433594,9
244,47.413429260253906,43.546958923339844,13
245,35.57517623901367,-60.578392028808594,10
246,-56.63969039916992,1.205265760421753,8
247,-50.79365539550781,-5.963987827301025,8
248,32.33016586303711,-30.789419174194336,10
249,25.583908081054688,45.0009880065918,9
250,22.584915161132812,39.968345642089844,9
251,11.599361419677734,15.77037239074707,2
252,7.500494003295898,51.36503219604492,9
253,-47.977943420410156,-10.645686149597168,8
254,55.64423370361328,3.142690658569336,4
255,-62.59904098510742,31.08216094970703,8
256,33.83476257324219,53.1041374206543,9
257,29.093746185302734,64.76830291748047,9
258,-40.06477355957031,33.910133361816406,8
259,-55.24900436401367,20.111783981323242,8
260,-71.97826385498047,1.9498764276504517,8
261,-70.773193359375,10.286187171936035,8
262,-24.38901138305664,-23.435161590576172,7
263,2.174474000930786,22.376611709594727,3
264,6.1469621658325195,41.609153747558594,9
265,31.82248306274414,-49.78103256225586,10
266,-37.62199401855469,-21.227994918823242,7
267,44.836341857910156,-28.762109756469727,10
268,59.98963165283203,-7.730544567108154,6
269,26.91217803955078,63.806461334228516,9
270,12.437667846679688,12.679530143737793,2
271,47.688270568847656,7.99290132522583,14
272,-10.330162048339844,-16.859338760375977,7
273,46.375308990478516,5.29913854598999,14
274,31.097414016723633,-41.193634033203125,10
