,t-SNE 1,t-SNE 2,label
0,32.34334182739258,-17.55331039428711,10
1,3.5641942024230957,-39.45310974121094,7
2,-30.159385681152344,19.194665908813477,8
3,35.82754135131836,40.97831726074219,13
4,33.36746597290039,-37.24861145019531,10
5,22.615835189819336,46.725101470947266,13
6,53.05597686767578,18.94176483154297,4
7,-13.533117294311523,42.345123291015625,9
8,33.94987869262695,-24.127948760986328,10
9,42.785457611083984,38.56486129760742,13
10,1.3567942380905151,40.55144119262695,9
11,-45.94998550415039,4.681934833526611,8
12,11.495461463928223,21.420217514038086,3
13,-13.7786865234375,40.37284851074219,9
14,23.04307746887207,-33.772647857666016,10
15,30.688657760620117,30.637147903442383,13
16,40.15987777709961,-8.752193450927734,10
17,23.13447380065918,-33.07771301269531,10
18,-47.01485061645508,6.076336860656738,8
19,33.5793571472168,40.5900764465332,13
20,45.532833099365234,-36.9616813659668,10
21,24.820512771606445,9.778258323669434,11
22,27.90254783630371,-44.71958541870117,10
23,-53.16770553588867,20.753177642822266,8
24,-11.966141700744629,-30.026458740234375,7
25,-14.938618659973145,-23.765478134155273,7
26,11.440943717956543,13.861851692199707,3
27,-5.165125370025635,-40.97365951538086,7
28,-53.34791946411133,27.30516815185547,8
29,-37.97276306152344,3.5657806396484375,8
30,-29.509143829345703,-48.63328552246094,7
31,62.2412223815918,15.454371452331543,6
32,7.874165058135986,-8.620268821716309,3
33,57.65624237060547,-34.48485565185547,10
34,-36.19923782348633,13.871129989624023,8
35,26.24479103088379,11.006941795349121,11
36,-49.805110931396484,14.005372047424316,8
37,43.44887924194336,42.377193450927734,13
38,9.251998901367188,13.7689790725708,3
39,-25.34065055847168,-17.811283111572266,7
40,39.457183837890625,-9.664441108703613,10
41,23.041040420532227,-37.58371353149414,10
42,0.4747970700263977,-48.546531677246094,7
43,-21.461959838867188,41.96892547607422,9
44,-2.5591557025909424,35.16071701049805,9
45,-20.847177505493164,44.81993865966797,9
46,40.36570358276367,-23.127878189086914,10
47,-38.895164489746094,-9.659205436706543,8
48,-26.869762420654297,46.894317626953125,9
49,39.73093795776367,-24.637147903442383,10
50,20.67083168029785,46.87472152709961,13
51,-10.184013366699219,45.516456604003906,9
52,-52.92061996459961,18.232080459594727,8
53,-39.456424713134766,16.22364616394043,8
54,-13.73054313659668,43.50993347167969,9
55,-2.8578503131866455,-46.58991622924805,7
56,25.5723934173584,-15.607413291931152,10
57,-37.81615447998047,-38.92546463012695,7
58,33.08246994018555,38.018592834472656,13
59,59.347801208496094,11.945342063903809,4
60,7.538754463195801,42.33877182006836,9
61,33.8670654296875,-20.242467880249023,10
62,-33.38542175292969,-30.82750129699707,7
63,-14.159958839416504,-35.14560317993164,7
64,44.36701202392578,-32.6237678527832,10
65,-0.189191073179245,-41.5780143737793,7
66,-56.82396697998047,21.128631591796875,8
67,11.555173873901367,48.685787200927734,9
68,-49.17543411254883,7.1775031089782715,8
69,-41.28105163574219,-35.27785873413086,7
70,57.302371978759766,19.593215942382812,6
71,9.48294734954834,18.874555587768555,3
72,33.835777282714844,26.383651733398438,12
73,-24.213266372680664,-35.6741943359375,7
74,48.90481185913086,-16.349632263183594,10
75,27.258377075195312,-23.570110321044922,10
76,24.061717987060547,7.485811233520508,11
77,39.443443298339844,34.82160949707031,13
78,36.97720718383789,-29.441160202026367,10
79,-44.62578582763672,-15.62244701385498,8
80,36.536685943603516,-15.984943389892578,10
81,-45.203956604003906,18.03834342956543,8
82,44.501461029052734,-36.13426971435547,10
83,11.093555450439453,17.109407424926758,3
84,36.78440856933594,43.32672882080078,13
85,-47.03382873535156,19.69504165649414,8
86,4.115416049957275,-44.09649658203125,7
87,-57.3723030090332,11.238420486450195,8
88,-14.967460632324219,-44.338199615478516,7
89,9.325250625610352,15.395730972290039,3
90,20.62832260131836,4.50004243850708,1
91,56.3946533203125,12.523385047912598,4
92,3.075900077819824,-21.217485427856445,7
93,-34.69652557373047,-40.1259651184082,7
94,39.50407028198242,-10.170127868652344,10
95,38.98286819458008,1.5502715110778809,10
96,-3.5366318225860596,12.525245666503906,2
97,33.80643844604492,-4.553951263427734,10
98,42.073429107666016,40.41050338745117,13
99,-38.279232025146484,0.3479241728782654,8
100,-51.537654876708984,-4.779669761657715,8
101,57.853939056396484,17.183347702026367,4
