,0,label
0,CD4 T 06,12
1,CD8 T 07,26
2,CD4 T 06,12
3,CD4 T 01,11
4,B Cells 21,9
5,CD4 T 06,12
6,CD4 T 01,11
7,CD4 T 06,12
8,CD4 T 01,11
9,ILCs 19,41
10,CD4 T 06,12
11,CD4 T 01,11
12,CD4 T 01,11
13,CD8 T 01,22
14,B Cells 19,8
15,CD4 T 14,16
16,Others 11,53
17,B Cells 05,3
18,CD4 T 11,14
19,Myeloid 17,45
20,CD4 T 01,11
21,CD4 T 01,11
22,CD8 T 08,27
23,CD4 T 01,11
24,CD8 T 01,22
25,Myeloid 03,43
26,CD4 T 01,11
27,CD8 T 05,24
28,CD4 T 06,12
29,CD8 T 08,27
30,CD8 T 08,27
31,CD8 T 01,22
32,CD4 T 06,12
33,CD4 T 01,11
34,CD4 T 01,11
35,CD4 T 01,11
36,CD8 T 01,22
37,CD8 T 06,25
38,CD4 T 01,11
39,CD8 T 01,22
40,B Cells 05,3
41,ILCs 01,32
42,Others 11,53
43,Others 11,53
44,CD4 T 06,12
45,ILCs 18,40
46,TCRgd 02,55
47,B Cells 12,5
48,CD4 T 01,11
49,CD4 T 01,11
50,CD8 T 08,27
51,CD8 T 06,25
52,CD4 T 06,12
53,CD8 T 08,27
54,B Cells 05,3
55,CD4 T 01,11
56,CD8 T 01,22
57,CD4 T 01,11
58,CD4 T 12,15
59,CD4 T 01,11
60,Myeloid 03,43
61,Myeloid 17,45
62,CD4 T 06,12
63,CD4 T 06,12
64,CD4 T 18,20
65,CD4 T 06,12
66,CD4 T 01,11
67,CD8 T 04,23
68,CD4 T 01,11
69,CD4 T 01,11
70,ILCs 16,39
71,CD4 T 14,16
72,CD4 T 06,12
73,CD8 T 06,25
74,CD8 T 08,27
75,CD4 T 01,11
76,CD4 T 16,18
77,CD4 T 12,15
78,CD4 T 06,12
79,CD4 T 06,12
80,CD8 T 05,24
81,CD4 T 06,12
82,Others 11,53
83,CD8 T 04,23
84,ILCs 09,36
85,CD4 T 15,17
86,CD4 T 01,11
87,Myeloid 03,43
88,CD4 T 06,12
89,CD8 T 06,25
90,CD4 T 06,12
91,CD4 T 16,18
92,CD4 T 14,16
93,CD4 T 12,15
94,CD4 T 01,11
95,CD4 T 01,11
96,CD4 T 12,15
97,CD8 T 01,22
98,CD8 T 01,22
99,ILCs 09,36
100,CD4 T 01,11
101,CD8 T 06,25
102,CD4 T 06,12
103,CD4 T 06,12
104,CD8 T 07,26
105,CD4 T 01,11
106,CD4 T 06,12
107,CD4 T 18,20
108,CD8 T 01,22
109,CD4 T 06,12
110,ILCs 09,36
111,CD4 T 18,20
112,ILCs 09,36
113,CD4 T 01,11
114,B Cells 19,8
115,B Cells 05,3
116,CD4 T 01,11
117,ILCs 09,36
118,CD4 T 01,11
119,CD4 T 01,11
120,CD4 T 01,11
121,CD8 T 01,22
122,CD4 T 16,18
123,CD4 T 06,12
124,CD4 T 14,16
125,CD4 T 06,12
126,CD4 T 15,17
127,CD4 T 01,11
128,Others 11,53
129,B Cells 19,8
130,CD4 T 11,14
131,CD4 T 01,11
132,Myeloid 03,43
133,CD4 T 14,16
134,ILCs 19,41
135,CD8 T 01,22
136,CD4 T 06,12
137,CD8 T 14,29
138,CD8 T 06,25
139,Myeloid 17,45
140,CD4 T 01,11
141,CD4 T 06,12
142,CD4 T 18,20
143,CD4 T 06,12
144,CD4 T 06,12
145,B Cells 05,3
146,ILCs 09,36
147,CD4 T 06,12
148,B Cells 05,3
149,CD4 T 06,12
150,B Cells 19,8
151,CD4 T 15,17
152,CD4 T 06,12
153,CD4 T 01,11
154,CD8 T 07,26
155,CD4 T 11,14
156,Others 11,53
157,CD4 T 06,12
158,CD4 T 01,11
159,CD4 T 06,12
160,CD4 T 14,16
161,ILCs 04,35
162,CD4 T 06,12
163,CD8 T 07,26
164,B Cells 05,3
165,CD8 T 05,24
166,CD4 T 06,12
167,TCRgd 04,57
168,TCRgd 02,55
169,CD4 T 01,11
170,CD4 T 16,18
171,Others 11,53
172,B Cells 05,3
173,B Cells 05,3
174,CD4 T 06,12
175,CD4 T 14,16
176,Myeloid 03,43
177,CD4 T 06,12
178,CD8 T 07,26
179,CD4 T 01,11
180,CD4 T 01,11
181,CD4 T 01,11
182,CD8 T 01,22
183,CD8 T 07,26
184,ILCs 09,36
185,TCRgd 02,55
186,CD4 T 01,11
187,CD4 T 17,19
188,B Cells 05,3
189,CD8 T 17,30
190,CD4 T 01,11
191,CD8 T 06,25
192,CD4 T 06,12
193,CD4 T 11,14
194,CD4 T 14,16
195,CD4 T 15,17
196,CD4 T 06,12
197,CD8 T 08,27
198,ILCs 09,36
199,B Cells 05,3
200,TCRgd 01,54
201,CD4 T 01,11
202,TCRgd 02,55
203,CD4 T 06,12
204,ILCs 04,35
205,CD4 T 01,11
206,TCRgd 02,55
207,CD4 T 06,12
208,Myeloid 20,47
209,B Cells 19,8
210,B Cells 12,5
211,Myeloid 03,43
212,CD8 T 05,24
213,CD4 T 01,11
214,CD4 T 16,18
215,CD4 T 01,11
216,CD4 T 01,11
217,Myeloid 20,47
218,CD8 T 01,22
219,CD4 T 01,11
220,CD4 T 01,11
