,0,label
0,CD4 T 06,12
1,CD4 T 14,16
2,CD8 T 05,24
3,CD4 T 01,11
4,B Cells 05,3
5,CD4 T 06,12
6,CD4 T 01,11
7,CD4 T 18,20
8,CD4 T 01,11
9,CD4 T 12,15
10,CD4 T 06,12
11,B Cells 05,3
12,CD8 T 08,27
13,CD4 T 01,11
14,CD4 T 01,11
15,CD4 T 17,19
16,CD4 T 06,12
17,CD4 T 17,19
18,CD8 T 01,22
19,CD4 T 01,11
20,CD4 T 06,12
21,CD4 T 06,12
22,CD4 T 06,12
23,CD4 T 14,16
24,CD4 T 01,11
25,CD4 T 01,11
26,Others 11,53
27,CD4 T 01,11
28,CD8 T 01,22
29,CD4 T 12,15
30,CD4 T 18,20
31,CD4 T 01,11
32,B Cells 05,3
33,B Cells 12,5
34,B Cells 05,3
35,CD4 T 06,12
36,CD8 T 06,25
37,ILCs 04,35
38,CD8 T 07,26
39,CD4 T 12,15
40,CD4 T 17,19
41,CD4 T 14,16
42,CD8 T 01,22
43,CD4 T 06,12
44,B Cells 14,6
45,B Cells 05,3
46,CD4 T 06,12
47,B Cells 05,3
48,ILCs 02,33
49,ILCs 16,39
50,Myeloid 03,43
51,CD8 T 06,25
52,CD4 T 17,19
53,ILCs 03,34
54,CD4 T 15,17
55,B Cells 05,3
56,B Cells 21,9
57,CD4 T 17,19
58,Myeloid 03,43
59,CD4 T 06,12
60,B Cells 03,2
61,CD8 T 06,25
62,CD4 T 14,16
63,CD8 T 01,22
64,TCRgd 04,57
65,CD4 T 01,11
66,ILCs 16,39
67,B Cells 19,8
68,CD4 T 06,12
69,Others 11,53
70,ILCs 11,38
71,CD4 T 06,12
72,CD4 T 12,15
73,CD8 T 14,29
74,ILCs 09,36
75,CD4 T 12,15
76,CD4 T 16,18
77,CD4 T 06,12
78,CD4 T 06,12
79,CD4 T 08,13
80,CD4 T 06,12
81,CD4 T 17,19
82,CD4 T 06,12
83,CD4 T 06,12
84,CD4 T 01,11
85,CD4 T 06,12
86,CD4 T 06,12
87,B Cells 05,3
88,ILCs 18,40
89,B Cells 21,9
90,CD4 T 06,12
91,ILCs 04,35
92,CD4 T 01,11
93,B Cells 05,3
94,CD4 T 06,12
95,CD4 T 01,11
96,CD4 T 06,12
97,Discard,31
98,ILCs 09,36
99,TCRgd 02,55
100,CD4 T 01,11
101,CD8 T 05,24
102,CD4 T 01,11
103,CD4 T 14,16
104,CD4 T 06,12
105,CD4 T 01,11
106,B Cells 05,3
107,CD4 T 06,12
108,ILCs 09,36
109,CD4 T 01,11
110,CD4 T 01,11
111,CD4 T 06,12
112,CD4 T 06,12
113,CD4 T 01,11
114,CD4 T 12,15
115,ILCs 09,36
116,CD4 T 14,16
117,ILCs 16,39
118,CD4 T 01,11
119,Others 11,53
120,CD4 T 06,12
121,CD4 T 06,12
122,CD4 T 06,12
123,CD4 T 06,12
124,CD4 T 06,12
125,CD4 T 08,13
126,CD4 T 19,21
127,CD8 T 05,24
128,CD8 T 05,24
129,CD4 T 06,12
130,ILCs 19,41
131,CD4 T 12,15
132,CD4 T 15,17
133,B Cells 19,8
134,B Cells 05,3
