,0,label
0,CD8 T 01,22
1,CD4 T 16,18
2,CD4 T 01,11
3,CD4 T 14,16
4,CD8 T 17,30
5,Myeloid 03,43
6,ILCs 04,35
7,CD4 T 06,12
8,B Cells 21,9
9,CD4 T 06,12
10,CD8 T 01,22
11,CD4 T 08,13
12,CD8 T 07,26
13,CD4 T 06,12
14,B Cells 05,3
15,TCRgd 02,55
16,B Cells 05,3
17,Myeloid 03,43
18,B Cells 19,8
19,CD4 T 14,16
20,CD4 T 01,11
21,B Cells 05,3
22,CD4 T 01,11
23,CD4 T 15,17
24,CD4 T 01,11
25,CD4 T 01,11
26,ILCs 10,37
27,CD8 T 01,22
28,CD4 T 01,11
29,B Cells 19,8
30,CD8 T 01,22
31,Myeloid 21,48
32,CD4 T 01,11
33,CD4 T 14,16
34,ILCs 18,40
35,CD4 T 01,11
36,CD4 T 01,11
37,Myeloid 10,44
38,CD4 T 01,11
39,Myeloid 03,43
40,ILCs 04,35
41,CD4 T 06,12
42,CD8 T 08,27
43,B Cells 05,3
44,Myeloid 03,43
45,CD4 T 06,12
46,Myeloid 19,46
47,CD4 T 06,12
48,TCRgd 02,55
49,ILCs 04,35
50,Myeloid 20,47
51,CD8 T 07,26
52,CD4 T 12,15
53,Myeloid 03,43
54,Myeloid 03,43
55,CD8 T 05,24
56,Myeloid 03,43
57,CD4 T 01,11
58,Myeloid 03,43
59,CD4 T 01,11
60,CD8 T 01,22
61,CD8 T 01,22
62,CD4 T 14,16
63,ILCs 04,35
64,CD4 T 01,11
65,CD4 T 14,16
66,Myeloid 21,48
67,CD4 T 01,11
68,CD4 T 01,11
69,CD4 T 01,11
70,CD4 T 01,11
71,Myeloid 03,43
72,CD8 T 01,22
73,CD4 T 11,14
74,B Cells 05,3
75,CD8 T 01,22
76,CD4 T 01,11
77,CD4 T 14,16
78,CD4 T 06,12
79,CD8 T 01,22
80,TCRgd 01,54
81,ILCs 02,33
82,CD4 T 01,11
83,CD4 T 01,11
84,ILCs 18,40
85,CD4 T 15,17
86,CD4 T 17,19
87,CD4 T 12,15
88,CD4 T 14,16
89,CD4 T 01,11
90,CD4 T 01,11
91,CD4 T 01,11
92,CD4 T 14,16
93,CD4 T 16,18
94,CD4 T 01,11
95,CD4 T 16,18
96,CD8 T 01,22
97,CD4 T 06,12
98,CD8 T 17,30
99,CD4 T 18,20
100,CD4 T 01,11
101,ILCs 11,38
102,CD4 T 01,11
103,ILCs 09,36
104,CD4 T 06,12
105,CD4 T 01,11
106,CD4 T 01,11
107,CD4 T 01,11
108,B Cells 05,3
109,B Cells 05,3
110,Myeloid 03,43
111,CD4 T 01,11
112,B Cells 05,3
113,CD4 T 01,11
114,CD4 T 06,12
115,CD8 T 01,22
116,CD8 T 01,22
117,CD8 T 01,22
118,Myeloid 03,43
119,CD8 T 05,24
120,CD4 T 15,17
121,B Cells 19,8
122,B Cells 05,3
123,CD8 T 05,24
124,CD4 T 01,11
125,CD4 T 01,11
126,ILCs 16,39
127,ILCs 11,38
128,Myeloid 03,43
129,CD4 T 14,16
130,CD4 T 01,11
131,CD8 T 01,22
132,CD4 T 01,11
133,CD4 T 01,11
134,CD4 T 01,11
135,B Cells 05,3
136,ILCs 16,39
137,CD4 T 01,11
138,CD4 T 01,11
139,Myeloid 10,44
140,CD4 T 01,11
141,B Cells 05,3
142,CD4 T 01,11
143,Myeloid 20,47
144,CD4 T 01,11
145,CD4 T 14,16
146,CD8 T 08,27
147,CD4 T 01,11
148,B Cells 05,3
149,B Cells 19,8
150,ILCs 11,38
151,B Cells 05,3
152,CD4 T 15,17
153,CD4 T 08,13
154,CD4 T 01,11
155,CD8 T 01,22
156,ILCs 01,32
157,CD4 T 14,16
158,CD4 T 01,11
159,CD4 T 01,11
160,CD4 T 14,16
161,CD4 T 14,16
162,CD4 T 06,12
163,Myeloid 03,43
164,CD4 T 01,11
165,ILCs 04,35
166,CD4 T 01,11
167,CD4 T 01,11
168,ILCs 09,36
169,Myeloid 03,43
170,CD4 T 15,17
171,CD4 T 06,12
172,ILCs 04,35
173,CD4 T 01,11
174,CD4 T 01,11
175,B Cells 05,3
176,Myeloid 03,43
177,CD4 T 01,11
178,Myeloid 03,43
179,ILCs 11,38
180,Myeloid 03,43
181,CD4 T 01,11
182,TCRgd 02,55
183,ILCs 16,39
184,B Cells 19,8
185,Myeloid 03,43
186,Myeloid 03,43
187,Myeloid 19,46
188,CD8 T 01,22
189,B Cells 05,3
190,ILCs 18,40
191,TCRgd 01,54
192,CD4 T 01,11
193,CD4 T 01,11
194,CD4 T 01,11
195,ILCs 02,33
196,CD8 T 01,22
197,CD4 T 06,12
198,Myeloid 03,43
199,CD8 T 01,22
200,Myeloid 10,44
201,CD8 T 08,27
202,CD4 T 01,11
203,CD8 T 01,22
204,CD8 T 08,27
205,CD8 T 01,22
206,CD4 T 01,11
207,CD4 T 08,13
208,CD4 T 01,11
209,CD4 T 01,11
210,CD4 T 01,11
211,TCRgd 02,55
212,TCRgd 02,55
213,CD4 T 01,11
214,CD4 T 06,12
215,CD4 T 01,11
216,CD8 T 08,27
217,CD4 T 14,16
218,CD4 T 01,11
219,CD4 T 01,11
220,CD4 T 01,11
221,CD4 T 06,12
222,CD8 T 07,26
223,Myeloid 03,43
224,CD4 T 14,16
225,TCRgd 02,55
226,TCRgd 02,55
227,B Cells 12,5
228,CD4 T 12,15
229,B Cells 05,3
