,0,label
0,CD4 T 01,11
1,CD4 T 06,12
2,CD4 T 17,19
3,CD4 T 01,11
4,CD4 T 01,11
5,B Cells 19,8
6,B Cells 19,8
7,B Cells 21,9
8,CD4 T 17,19
9,CD8 T 01,22
10,B Cells 12,5
11,CD8 T 01,22
12,CD4 T 06,12
13,CD4 T 01,11
14,Myeloid 03,43
15,Myeloid 03,43
16,CD4 T 01,11
17,CD4 T 01,11
18,Myeloid 03,43
19,Myeloid 17,45
20,CD8 T 01,22
21,Myeloid 03,43
22,CD4 T 01,11
23,CD4 T 01,11
24,B Cells 05,3
25,Myeloid 03,43
26,CD8 T 01,22
27,CD8 T 04,23
28,CD4 T 01,11
29,Others 11,53
30,CD4 T 01,11
31,CD4 T 14,16
32,CD8 T 08,27
33,CD4 T 14,16
34,B Cells 05,3
35,CD4 T 01,11
36,CD4 T 06,12
37,CD4 T 06,12
38,B Cells 05,3
39,CD4 T 01,11
40,CD4 T 06,12
41,B Cells 05,3
42,Myeloid 03,43
43,CD4 T 14,16
44,CD8 T 08,27
45,TCRgd 02,55
46,CD4 T 01,11
47,ILCs 01,32
48,CD4 T 06,12
49,B Cells 19,8
50,CD8 T 07,26
51,B Cells 05,3
52,CD4 T 01,11
53,CD8 T 05,24
54,CD4 T 01,11
55,CD8 T 01,22
56,CD8 T 01,22
57,CD8 T 04,23
58,CD8 T 07,26
59,CD4 T 06,12
60,CD4 T 01,11
61,CD4 T 01,11
62,Myeloid 03,43
63,CD4 T 01,11
64,CD4 T 18,20
65,CD4 T 01,11
66,CD4 T 06,12
67,CD8 T 06,25
68,Myeloid 03,43
69,Myeloid 03,43
70,CD4 T 01,11
71,B Cells 19,8
72,CD4 T 15,17
73,CD4 T 01,11
74,Others 11,53
75,CD8 T 01,22
76,B Cells 19,8
77,Others 11,53
78,B Cells 05,3
79,TCRgd 01,54
80,CD8 T 05,24
81,CD4 T 01,11
82,CD8 T 05,24
83,CD4 T 01,11
84,CD4 T 01,11
85,CD4 T 01,11
86,CD8 T 01,22
87,CD4 T 06,12
88,ILCs 01,32
89,CD8 T 05,24
90,CD4 T 06,12
91,CD4 T 16,18
92,CD4 T 01,11
93,CD4 T 14,16
94,CD4 T 06,12
95,CD4 T 06,12
96,CD8 T 04,23
97,CD8 T 01,22
98,Myeloid 03,43
99,Myeloid 03,43
100,CD4 T 06,12
101,Myeloid 03,43
102,CD4 T 14,16
103,CD4 T 14,16
104,CD4 T 17,19
105,CD4 T 06,12
106,CD4 T 01,11
107,CD4 T 06,12
108,CD4 T 14,16
109,CD8 T 01,22
110,CD4 T 01,11
111,CD8 T 07,26
112,CD4 T 06,12
113,Myeloid 03,43
114,Others 11,53
115,CD4 T 06,12
116,CD4 T 06,12
117,CD4 T 06,12
118,CD4 T 01,11
119,CD8 T 01,22
120,CD4 T 01,11
121,CD8 T 05,24
122,CD4 T 06,12
123,Myeloid 03,43
124,CD4 T 06,12
125,CD4 T 06,12
126,TCRgd 02,55
127,B Cells 05,3
128,CD8 T 01,22
129,B Cells 19,8
130,CD4 T 01,11
131,Myeloid 03,43
132,CD4 T 01,11
133,CD4 T 01,11
134,CD4 T 14,16
135,CD4 T 01,11
136,CD4 T 01,11
137,CD4 T 18,20
138,CD8 T 01,22
139,CD4 T 01,11
140,CD4 T 01,11
141,Myeloid 03,43
142,CD8 T 01,22
143,CD4 T 06,12
144,CD4 T 12,15
145,CD4 T 12,15
146,CD4 T 06,12
147,CD4 T 01,11
148,ILCs 02,33
149,CD4 T 01,11
150,CD4 T 17,19
151,CD4 T 01,11
152,CD4 T 01,11
153,TCRgd 04,57
154,CD8 T 08,27
155,CD4 T 01,11
156,CD4 T 06,12
157,CD4 T 17,19
158,CD4 T 01,11
159,CD8 T 01,22
160,CD4 T 01,11
161,CD4 T 01,11
162,CD4 T 01,11
163,CD4 T 12,15
164,CD4 T 12,15
165,CD4 T 12,15
166,CD4 T 16,18
167,CD8 T 01,22
168,Myeloid 03,43
169,CD4 T 01,11
170,CD4 T 06,12
171,CD4 T 06,12
172,B Cells 05,3
173,Myeloid 03,43
174,CD4 T 01,11
175,CD4 T 01,11
176,CD4 T 01,11
177,CD4 T 14,16
178,CD4 T 01,11
179,CD4 T 06,12
180,CD4 T 06,12
181,CD4 T 06,12
182,Myeloid 03,43
183,CD4 T 06,12
184,CD4 T 01,11
185,CD4 T 01,11
186,CD4 T 12,15
187,CD4 T 01,11
188,CD4 T 01,11
189,CD4 T 14,16
190,CD8 T 01,22
191,CD4 T 01,11
192,CD4 T 06,12
193,CD8 T 07,26
194,B Cells 05,3
195,CD4 T 01,11
196,B Cells 19,8
197,CD8 T 01,22
198,CD4 T 01,11
199,CD4 T 01,11
200,CD4 T 12,15
201,CD4 T 12,15
202,CD8 T 05,24
203,Others 11,53
204,B Cells 19,8
205,CD4 T 01,11
206,Myeloid 17,45
207,CD4 T 17,19
208,B Cells 12,5
209,CD4 T 06,12
210,CD4 T 11,14
211,CD4 T 01,11
