1.487,1.8869,-5.5159,3.5348,-1.8596,1.1035,-0.061116,-1.441,2
-2.1246,-6.234,3.1053,2.9618,-6.6654,4.3019,6.2084,-0.13424,9
-1.4782,0.71578,-0.38151,-3.6092,-2.6372,-5.1104,-1.6834,5.6995,18
5.0652,-1.3052,-3.975,6.5095,-2.2835,3.944,1.9242,1.6261,2
3.8296,0.033014,-6.4151,4.0262,-3.2138,-0.35356,0.3296,-1.9136,2
0.93591,0.035869,-5.2222,3.8349,-4.9303,2.7629,-0.92854,-3.4403,2
1.8567,-1.1193,-0.92323,-5.4929,2.0147,-1.9576,-0.30787,-6.1876,11
-2.7182,1.3392,-1.1216,-3.3902,-1.6632,-3.5395,0.51144,-5.89,17
-5.8948,2.2049,-0.59616,-0.74059,-4.6785,3.3905,-0.91355,0.14177,19
2.1148,1.8264,-1.4658,-1.3475,-0.73201,-4.3238,0.26824,-1.7695,11
-2.0489,-6.078,0.3472,1.3579,-2.2656,3.5694,-0.5201,-1.6,9
-3.5318,-1.975,0.84648,-1.1182,-2.9713,-3.7203,2.4185,5.829,18
0.76966,2.2224,-0.31823,-1.6806,-1.0993,-3.141,0.026202,-2.9572,11
-1.6305,2.3245,3.4109,2.032,6.912,1.8226,-1.5062,-1.0421,5
1.5855,3.2258,4.4781,2.3124,4.8339,-0.35266,-0.97112,-0.38129,5
-2.4651,-1.5066,0.058409,-1.753,-0.63068,-3.6539,-0.20598,-4.053,17
1.4348,1.524,2.7907,1.322,7.5192,4.9594,-4.7448,0.060531,13
1.0405,1.7454,-1.5909,-0.69901,-1.877,-5.689,-1.6646,6.135,12
2.857,1.6118,1.0682,-2.302,-2.1674,-4.0681,-0.56735,3.9141,12
1.9496,-0.86874,4.1097,3.2428,5.546,-0.66594,-2.0944,0.38708,5
-3.3113,-2.2977,3.7183,2.2675,-6.5512,5.6366,7.2058,1.9853,10
-0.028641,0.6673,2.9518,0.65858,7.3494,0.93552,0.30863,-0.5306,5
1.7726,2.0909,3.5674,1.7268,5.2253,0.53611,-1.5091,-0.17716,5
2.01,3.7225,0.83377,-0.48052,-3.1973,3.4248,0.58818,0.23956,1
0.067708,2.7788,0.61349,-2.7699,-1.57,-2.5167,0.51278,-4.0477,11
1.3606,1.9933,2.0093,4.6758,5.5184,2.9631,1.5632,1.9336,5
4.1659,0.97698,-6.927,3.155,-3.5248,1.874,1.1898,-2.8613,2
-1.9027,-3.6532,6.4649,5.4793,-7.4975,4.7152,2.3463,-0.92065,10
-2.0243,-11.545,3.2449,0.66554,-4.6078,4.8399,9.7591,1.4845,9
0.77025,-1.8111,2.108,-0.93063,3.3157,-0.45654,0.079503,-1.787,16
-4.0895,4.5366,0.33238,-0.81772,-4.7251,4.7456,-0.050982,0.36419,19
0.86027,-1.19,3.7222,1.0749,2.6242,1.881,-0.20054,-0.46497,16
-3.21,2.8361,0.58685,-1.7371,-3.1985,-4.6627,-1.3878,5.4027,18
-3.3294,-11.727,2.9374,-0.75865,-4.684,3.8668,5.6479,2.9716,9
3.5439,1.8147,-0.18386,-3.5998,-1.3756,-2.3921,0.19156,-5.3203,11
0.53863,-1.6709,0.24188,-3.4264,-1.6954,-5.2353,-3.1593,4.3922,12
-2.0855,-1.8684,0.8798,-2.4651,-1.1532,-3.1634,0.093279,5.0595,18
0.48496,2.8516,3.9012,1.886,5.2631,-0.96134,-1.3415,-0.81645,5
0.38354,3.132,0.72849,0.8496,-2.3806,4.1035,1.6242,0.35003,21
-2.0763,-1.753,6.046,4.4366,-6.6911,5.1242,3.093,1.0501,10
2.8538,0.61691,-4.0632,3.9235,-2.0678,3.6054,-1.944,-1.3838,2
-0.68834,3.9293,1.6674,0.25208,-2.0933,1.8972,0.41233,-1.8172,1
2.8265,2.3641,-5.558,4.4173,-2.3686,4.3915,-1.8726,-1.3965,2
1.2846,2.996,2.7943,0.52328,1.7577,3.8863,-3.2883,1.5112,16
-2.8134,0.51424,-0.17446,-3.3734,-1.0069,-3.5,-2.1579,5.9544,18
-3.4217,0.33338,-0.65769,-2.8812,-1.4991,-3.7972,-3.06,4.353,18
0.78618,0.79803,-1.3373,-3.5803,0.18132,-3.5017,3.5477,-3.8426,11
-0.42994,3.1787,3.0634,2.6117,4.3478,5.1113,-2.1851,1.9097,13
1.3767,3.417,2.5085,1.7907,2.65,6.0039,-1.3612,-0.92912,16
3.0148,-1.1011,-2.0237,-1.3766,-1.2314,-2.959,1.5028,-6.8634,11
-1.3859,-0.29919,5.9941,3.9975,-6.7255,4.252,-1.5043,-0.40416,24
-1.5835,-0.65628,0.77463,-3.1216,-0.91611,-2.1489,1.8871,-4.2287,17
1.9807,1.9961,-1.9624,-1.9005,-1.7551,-2.4185,0.077952,-5.1415,11
-1.0097,-0.2677,7.4565,8.2537,-7.0888,2.7714,1.6802,0.35147,20
0.42665,-0.88199,5.803,3.9577,-5.6394,2.3714,4.1796,2.1639,10
-3.0463,-2.3128,-2.9227,-3.4577,1.1104,-4.3273,-2.5907,5.0733,18
-1.3491,0.78047,-4.447,-0.464,-0.76499,-1.4137,1.2308,-7.0796,17
3.3577,0.82928,-1.5993,-1.1441,-1.2964,-4.5803,-3.2296,3.7143,12
0.52777,3.1037,-0.94527,6.1669,6.8134,3.2292,-3.3448,1.2696,13
3.7072,0.0891,-0.34777,-4.4367,1.5685,-3.7457,-0.19584,-4.7102,11
1.2414,2.2534,3.7478,2.4082,6.0655,2.6588,-1.7355,-0.47018,5
0.79583,0.97451,1.7121,3.2576,7.0858,-0.42548,-2.0902,-0.36698,5
-0.42983,0.015259,-0.14277,3.1749,8.1348,4.2858,-2.7337,1.0447,13
-0.18872,3.6117,0.67551,-3.603,-1.561,-1.9613,-8.8209,-7.4174,11
0.11753,2.1001,1.8041,3.4756,6.27,-1.1645,-1.8596,-0.74042,5
0.28161,2.9122,4.4443,3.7158,6.6335,0.8757,-1.0161,-0.078284,5
0.50194,1.4729,3.5237,2.3712,7.4197,4.8878,-2.5268,-0.3445,13
2.4672,-0.68716,3.0467,3.5556,6.5423,4.359,-2.7831,-0.79346,13
1.2789,2.2293,3.7995,2.3613,7.2255,0.083534,-0.69107,-1.8348,5
-0.40831,1.1323,0.98668,4.5518,6.6533,1.3472,-0.48812,-0.46314,5
0.97838,3.5598,2.6235,1.8258,1.7242,3.4478,-1.0212,0.038925,16
2.7599,1.2234,-6.3858,4.636,-2.1196,3.8779,-1.6793,-1.87,2
-2.7351,-2.5946,5.1469,5.1389,-7.4451,3.0611,5.0822,0.88881,10
-2.0202,0.76518,-0.94304,-3.0863,-2.024,-3.049,-2.0814,5.8423,18
0.93643,2.5823,3.465,2.5232,6.1933,3.2526,-2.1918,1.0703,5
0.81293,2.9444,4.1462,2.6291,5.2544,2.4489,2.8959,1.2126,5
-2.3376,0.47756,7.2859,5.5153,-7.7653,3.5996,-1.7527,0.19098,20
0.70898,1.897,2.9655,2.808,7.3879,4.1723,-1.6664,-1.4946,13
1.9813,0.16587,3.2711,0.77143,7.9247,0.64343,-2.7218,0.16847,5
0.27908,2.3338,3.6461,2.1378,4.9532,1.3645,-1.5524,0.20027,5
0.61972,1.1407,-0.30476,-2.3607,-0.34733,-4.2732,0.78034,-4.1807,11
1.5797,4.9427,-0.6616,3.2714,-1.6404,5.1023,-1.4073,-0.80818,3
-0.62687,-0.57443,-5.576,6.0529,-3.4558,3.4681,-0.77825,0.59547,2
2.7717,1.2198,-0.8988,-3.6948,-0.52379,-3.9695,-2.3787,2.532,12
1.7747,-0.38615,-0.21856,5.4927,6.0276,5.8403,-3.6504,0.015649,13
1.6945,-0.78215,1.8593,-3.4891,-2.3829,-3.6772,0.41228,6.8786,12
-0.41009,0.7866,0.16067,-3.7913,1.4119,-2.0659,-0.47395,-4.3035,11
2.1363,2.226,2.8591,-0.54145,2.934,1.0924,0.2885,-0.10506,16
-4.0668,2.9689,-1.8133,-0.98877,-3.9114,3.4782,-1.9884,1.7215,19
-3.5417,-1.6911,-1.8918,-4.7638,-0.24692,-5.2061,-1.7938,5.1285,18
0.86227,-0.24627,-0.0082502,-2.904,-1.2622,-2.753,0.1458,-5.4747,11
-3.201,1.3601,-1.8298,-1.9661,-1.1011,-2.6207,-0.063599,-3.7356,17
-0.16662,0.47407,-7.8407,5.6991,-4.4657,2.4594,-2.4264,-0.16653,2
-1.3852,-2.0982,0.24273,-1.8136,0.79416,5.7018,6.8407,1.9504,19
4.5607,-0.12538,2.6971,-2.3044,-2.8473,-3.5259,-0.45521,-4.9662,11
1.9503,-2.1595,0.71365,-3.1734,-0.094886,-3.5221,-1.125,5.4976,12
-2.877,-10.548,3.6677,0.5651,-5.3558,3.6932,7.0094,-0.46274,9
-1.2005,0.70119,0.53215,-4.566,-0.76098,-5.71,-0.071878,4.9068,18
2.8153,0.55846,-1.4706,-1.1824,-0.16297,-2.6215,-0.060643,-4.3046,11
1.4206,0.6196,-0.11375,-3.9534,0.66464,-2.8493,1.1316,-2.7141,11
-3.4814,-3.5176,-2.14,1.3474,-2.9886,2.6566,1.8096,3.1704,19
0.9078,2.3686,2.1831,3.7823,5.8339,0.85924,-2.0567,0.39449,5
2.5818,1.9389,-2.0227,-2.4953,-0.48222,-3.2316,0.54389,-6.3116,11
2.2044,2.1112,-1.8509,-0.96232,-1.7794,-4.3089,0.808,-4.5871,11
-4.7268,-1.7113,2.3419,0.19714,-7.6854,3.6272,6.4636,1.1902,10
1.8889,-0.39197,-1.3607,-3.2236,0.3675,-0.9816,3.0374,-2.8972,11
1.2863,1.4001,4.0024,2.0005,8.2827,3.3733,-1.286,0.3885,5
1.0392,2.1952,-0.22945,-3.8685,-1.9131,-3.1614,0.015394,-2.8707,11
-0.37821,1.8831,3.6134,1.4755,6.9067,2.5397,-1.9966,0.11938,5
1.8314,2.2506,-2.5641,1.5127,-1.4153,1.4851,-2.3455,0.95342,3
0.77448,0.45951,-1.1579,-2.6634,-0.72501,-3.9501,1.6846,5.0571,12
3.1445,0.76983,0.043902,-3.4714,-0.54318,-4.4867,-3.0755,4.8269,12
0.17817,0.72546,2.7609,1.7982,8.1706,1.6804,-1.4587,-1.1618,5
-2.5775,0.10745,-0.91184,-2.204,-0.13873,-3.1755,4.1093,4.431,18
0.037644,1.7078,0.45731,-3.61,-2.2947,-2.3682,-0.022001,-5.9411,11
-0.55722,-0.25302,2.7262,0.7327,8.8939,1.0688,-2.1992,0.16853,5
1.373,-0.16991,5.2938,3.3911,5.2599,0.21184,-1.594,-0.58077,5
3.8257,-0.32558,-5.5102,4.3957,-4.0844,3.4132,1.3665,0.18115,2
-2.1976,-5.4477,3.4329,0.767,-4.5921,3.0216,4.9242,0.60251,9
1.4001,0.051762,3.2067,4.0337,5.6263,0.96517,-0.45181,-0.58811,5
0.11907,2.1773,-0.56883,-2.819,0.16857,-3.1314,2.064,-2.3341,11
1.7998,0.75401,3.3462,1.314,7.5363,1.0786,-1.976,0.1766,5
-2.7612,-0.0071557,-1.5572,-1.4461,-1.3894,-3.773,1.8258,5.534,18
1.4942,-0.4065,-1.4735,-3.3265,0.26078,-2.927,0.18175,-4.2489,11
0.31963,2.4155,2.1846,4.8504,5.4345,-1.366,-0.63234,-0.22191,5
3.0627,-0.319,-6.5807,5.4059,-2.2741,3.1245,-2.7755,-2.8584,2
-2.7477,-6.7006,4.5295,1.8736,-4.7909,5.7911,8.8615,1.9256,9
-0.15367,-1.2779,1.2618,2.1557,8.2485,1.8822,0.55072,1.0134,5
-2.4364,-0.0098621,-2.373,-0.95598,-1.3212,-4.9786,-3.0888,5.0078,18
-3.8074,1.3769,0.23427,-3.2378,-1.9151,-4.3006,-0.87734,3.2897,18
-4.0339,4.1676,0.25737,-0.92453,-4.425,4.0146,-1.333,-0.73031,19
1.458,0.32601,1.6316,2.3572,8.3289,0.9739,-2.3607,0.11085,5
2.3509,0.98715,-6.7042,4.9983,-4.212,-0.11895,-0.81806,-1.9938,2
-0.48925,-1.1298,2.2931,-0.69244,2.8988,1.246,-1.7437,0.11111,16
1.4869,0.18107,-1.3627,-3.9086,0.42732,-2.5917,3.5611,-3.7448,11
0.1492,0.71471,0.1091,-3.3839,-0.35583,-4.2192,-0.41212,6.5236,12
-3.9133,-0.96176,-3.5767,-0.34037,-1.4644,-3.4614,2.4208,4.3799,18
1.2009,3.1078,3.6675,3.032,6.5702,3.9471,-0.99866,1.6177,13
1.3367,2.433,4.1133,2.6557,6.2454,0.040001,-2.1328,0.20299,5
3.7499,-0.15609,-3.6335,-0.68443,0.73631,-0.95863,-0.092814,-4.0388,11
2.3224,3.7938,-0.13518,2.7358,-0.66274,0.91248,0.60302,-1.1071,3
3.7947,0.38749,-0.81506,-5.4819,0.72472,-1.7521,1.0525,-4.2369,11
-3.0314,-2.9174,1.9793,-0.5909,-3.8147,2.0162,6.8024,1.8645,9
2.6467,-0.54342,0.2279,-2.3095,-1.9201,-4.9315,-0.70594,5.5406,12
-1.5147,3.0052,0.12243,-2.4713,-1.7896,-2.562,0.61005,-4.0491,17
-1.6893,-2.5584,3.383,5.3564,-5.5123,3.4293,6.4383,0.88933,10
-3.8864,1.7344,3.1186,0.88119,-6.607,-0.32434,-2.2815,3.6135,24
0.97731,1.2145,-0.64726,6.2959,5.0932,5.444,-1.86,-1.8377,13
-0.25433,-0.15666,-6.4799,3.9229,-1.0009,-2.2163,-0.25072,-3.2477,11
2.2701,1.8564,-5.6727,5.2448,-3.6361,4.0827,-0.88699,-1.989,2
0.76878,1.6983,-0.88555,-2.6613,-0.90789,-3.1208,2.4858,-4.2595,11
-3.6924,-2.1314,4.1256,2.4849,-6.8687,5.412,10.139,3.2884,10
0.88493,3.0916,2.9335,3.1461,6.4661,1.9435,-1.245,0.47285,5
3.4628,0.47507,-2.3261,-1.7238,0.27108,-2.9346,-0.30705,-3.5536,11
0.51268,1.6644,3.486,1.9329,6.911,2.7435,-1.8727,0.57506,5
0.57758,-7.1395,2.2696,10.594,5.0522,2.5424,2.8394,1.9704,13
1.8314,-1.0954,0.42317,-3.4476,-0.81241,-2.7506,0.065622,4.9735,12
-1.6055,-0.12164,-0.73868,-1.1402,-2.2897,-2.3609,-0.34302,-4.2815,17
2.0681,1.1172,-9.0016,6.0424,-4.6758,2.6077,-1.1425,-2.3558,2
0.63397,3.0873,3.3939,5.2848,6.1907,0.7327,-2.0059,2.5224,5
0.95357,1.9909,2.5967,1.886,5.6795,1.2251,-1.8952,0.066992,5
0.38546,1.1038,3.3012,2.0824,7.9519,2.2472,-2.2232,0.76873,5
-2.9939,1.8859,0.72339,-2.2045,-1.8809,-0.81506,2.797,-7.5828,17
4.7112,3.0301,0.23498,-3.2645,0.012228,-1.5951,0.24593,-5.3421,11
-2.5223,0.84986,-4.0555,-0.68309,-0.85328,-4.2908,-1.4997,5.1626,18
2.5951,1.3767,-4.8799,3.1852,-1.9442,1.9315,-2.7991,1.369,2
1.2484,3.4328,3.8622,2.7334,6.0776,2.2966,-1.6221,-0.63984,5
0.98713,-2.1454,-2.2555,-4.0758,0.93253,-3.2205,0.9741,7.7158,12
-3.7707,-10.719,1.5859,1.6923,-3.8118,5.1059,7.0618,1.9116,9
-3.9774,1.6179,0.18249,-2.1421,-2.0369,-3.7131,0.43314,5.1917,18
-3.3312,-9.1786,2.2761,-0.5729,-3.6305,2.7293,3.2053,1.8716,9
