52.34, 47.84
52.34, 56.42
52.34, 60.01
52.34, 61.77
52.34, 57.45
52.34, 59.01
52.34, 57.13
52.34, 56.44
52.34, 56.94
60.79, 51.66
60.79, 64.06
60.79, 67.24
60.79, 69.08
60.79, 69.31
60.79, 70.14
60.79, 68.11
60.79, 66.20
60.79, 63.85
56.07, 44.79
56.07, 60.07
56.07, 66.16
56.07, 56.90
56.07, 60.31
56.07, 60.88
56.07, 60.98
56.07, 60.85
56.07, 60.58
58.38, 60.26
58.38, 57.87
58.38, 57.60
58.38, 63.32
58.38, 61.41
58.38, 61.96
58.38, 62.08
58.38, 60.43
58.38, 59.69
51.10, 48.58
51.10, 52.54
51.10, 56.01
51.10, 57.21
51.10, 55.71
51.10, 55.70
51.10, 55.78
51.10, 55.82
51.10, 55.73
50.28, 41.57
50.28, 53.68
50.28, 58.26
50.28, 54.58
50.28, 52.65
50.28, 54.18
50.28, 54.14
50.28, 54.46
50.28, 54.63
49.85, 45.89
49.85, 55.02
49.85, 54.19
49.85, 57.01
49.85, 52.25
49.85, 52.79
49.85, 52.87
49.85, 52.78
49.85, 52.93
50.62, 49.97
50.62, 55.38
50.62, 58.66
50.62, 55.83
50.62, 46.84
50.62, 52.01
50.62, 53.64
50.62, 53.57
50.62, 53.65
60.93, 47.11
60.93, 64.52
60.93, 68.77
60.93, 70.59
60.93, 72.99
60.93, 67.14
60.93, 68.16
60.93, 67.46
60.93, 66.06
58.09, 52.71
58.09, 61.35
58.09, 58.86
58.09, 64.87
58.09, 61.65
58.09, 63.83
58.09, 64.50
58.09, 63.19
58.09, 62.60
