,0,label
0,ILCs 09,36
1,CD4 T 17,19
2,CD4 T 12,15
3,ILCs 09,36
4,CD4 T 12,15
5,CD8 T 01,22
6,B Cells 19,8
7,Myeloid 17,45
8,ILCs 09,36
9,CD4 T 12,15
10,CD4 T 01,11
11,CD8 T 04,23
12,CD4 T 06,12
13,CD4 T 01,11
14,CD4 T 06,12
15,TCRgd 03,56
16,CD8 T 05,24
17,CD4 T 16,18
18,CD4 T 01,11
19,CD4 T 01,11
20,ILCs 09,36
21,ILCs 18,40
22,CD4 T 12,15
23,CD4 T 12,15
24,CD4 T 01,11
25,CD4 T 01,11
26,CD4 T 15,17
27,CD4 T 01,11
28,B Cells 05,3
29,CD4 T 01,11
30,CD8 T 05,24
31,CD4 T 06,12
32,B Cells 05,3
33,CD8 T 05,24
34,CD8 T 01,22
35,ILCs 04,35
36,CD4 T 14,16
37,B Cells 05,3
38,CD4 T 12,15
39,CD8 T 06,25
40,CD8 T 05,24
41,ILCs 19,41
42,CD8 T 05,24
43,CD8 T 08,27
44,CD4 T 15,17
45,CD4 T 06,12
46,CD4 T 14,16
47,CD4 T 12,15
48,CD8 T 01,22
49,B Cells 05,3
50,CD8 T 01,22
51,B Cells 05,3
52,B Cells 12,5
53,B Cells 03,2
54,CD4 T 12,15
55,CD4 T 17,19
56,CD4 T 08,13
57,CD4 T 06,12
58,CD8 T 01,22
59,CD8 T 05,24
60,CD4 T 01,11
61,CD4 T 12,15
62,B Cells 05,3
63,CD4 T 18,20
64,TCRgd 04,57
65,CD4 T 06,12
66,CD4 T 08,13
67,Myeloid 03,43
68,CD8 T 05,24
69,CD4 T 01,11
70,B Cells 05,3
71,B Cells 05,3
72,CD4 T 14,16
73,ILCs 03,34
74,CD4 T 06,12
75,CD4 T 14,16
76,CD8 T 05,24
77,CD4 T 01,11
78,CD4 T 01,11
79,B Cells 12,5
80,CD4 T 06,12
81,B Cells 19,8
82,CD4 T 01,11
83,ILCs 19,41
84,Myeloid 03,43
85,Myeloid 03,43
86,CD4 T 12,15
87,CD8 T 05,24
88,CD4 T 01,11
89,CD8 T 05,24
90,ILCs 09,36
91,CD4 T 15,17
92,CD4 T 06,12
93,CD4 T 01,11
94,CD4 T 14,16
95,ILCs 09,36
96,CD4 T 12,15
97,Discard,31
98,CD4 T 17,19
99,CD4 T 08,13
100,CD8 T 05,24
101,CD8 T 05,24
102,B Cells 12,5
103,CD4 T 17,19
104,Myeloid 10,44
105,CD4 T 06,12
106,CD4 T 01,11
107,ILCs 11,38
108,Others 11,53
109,CD8 T 01,22
110,B Cells 05,3
111,B Cells 05,3
112,CD4 T 01,11
113,CD4 T 12,15
114,ILCs 09,36
115,CD4 T 06,12
116,CD4 T 14,16
117,B Cells 21,9
118,CD4 T 01,11
119,CD4 T 01,11
120,CD4 T 06,12
121,CD4 T 14,16
122,CD4 T 15,17
123,CD8 T 05,24
124,CD4 T 14,16
125,CD4 T 06,12
126,B Cells 16,7
127,CD4 T 15,17
128,CD4 T 01,11
129,ILCs 16,39
130,CD8 T 14,29
131,CD4 T 01,11
132,B Cells 12,5
133,CD4 T 14,16
134,CD4 T 12,15
135,CD4 T 14,16
136,CD4 T 14,16
137,B Cells 19,8
138,CD4 T 06,12
139,CD4 T 06,12
140,CD4 T 01,11
141,CD4 T 12,15
142,CD4 T 18,20
143,CD4 T 12,15
144,CD4 T 06,12
145,CD4 T 06,12
146,B Cells 19,8
147,CD8 T 01,22
148,B Cells 12,5
149,ILCs 16,39
150,CD8 T 06,25
151,CD4 T 18,20
152,CD4 T 01,11
153,CD4 T 06,12
154,CD4 T 01,11
155,CD4 T 14,16
156,CD4 T 12,15
157,CD4 T 01,11
158,CD4 T 14,16
159,CD4 T 12,15
160,CD4 T 12,15
161,ILCs 16,39
162,CD4 T 06,12
163,CD4 T 19,21
164,ILCs 10,37
165,CD4 T 17,19
166,CD4 T 12,15
167,CD4 T 01,11
168,ILCs 02,33
169,CD4 T 01,11
170,CD4 T 06,12
171,ILCs 04,35
172,B Cells 12,5
173,CD4 T 18,20
174,B Cells 05,3
175,CD8 T 05,24
176,CD4 T 01,11
177,CD4 T 01,11
178,CD4 T 06,12
179,CD4 T 06,12
180,CD4 T 12,15
181,CD4 T 06,12
182,CD4 T 08,13
183,B Cells 19,8
184,Myeloid 03,43
185,CD4 T 06,12
186,CD4 T 06,12
187,CD4 T 14,16
188,Myeloid 03,43
189,TCRgd 02,55
190,CD8 T 05,24
191,CD4 T 14,16
192,CD4 T 06,12
193,CD8 T 08,27
