,0,label
0,CD4 T 16,18
1,CD4 T 01,11
2,CD4 T 14,16
3,CD4 T 06,12
4,CD4 T 14,16
5,TCRgd 02,55
6,CD4 T 08,13
7,CD4 T 14,16
8,CD8 T 08,27
9,CD8 T 06,25
10,CD8 T 05,24
11,TCRgd 03,56
12,CD4 T 14,16
13,CD4 T 06,12
14,CD4 T 01,11
15,Myeloid 03,43
16,CD8 T 01,22
17,CD8 T 01,22
18,CD4 T 15,17
19,CD4 T 12,15
20,CD4 T 06,12
21,TCRgd 03,56
22,CD4 T 06,12
23,CD4 T 12,15
24,CD4 T 08,13
25,ILCs 09,36
26,CD8 T 01,22
27,CD4 T 01,11
28,TCRgd 01,54
29,CD4 T 15,17
30,CD4 T 06,12
31,TCRgd 02,55
32,CD4 T 06,12
33,CD4 T 12,15
34,CD4 T 12,15
35,ILCs 16,39
36,B Cells 05,3
37,CD4 T 17,19
38,ILCs 09,36
39,CD8 T 01,22
40,CD4 T 12,15
41,CD4 T 14,16
42,CD4 T 14,16
43,CD4 T 01,11
44,CD4 T 01,11
45,CD4 T 01,11
46,CD4 T 14,16
47,CD4 T 14,16
48,CD4 T 16,18
49,CD4 T 12,15
50,CD4 T 16,18
51,CD4 T 12,15
52,CD8 T 05,24
53,CD4 T 01,11
54,ILCs 09,36
55,CD8 T 14,29
56,CD4 T 06,12
57,CD4 T 01,11
58,CD8 T 01,22
59,CD4 T 01,11
60,CD8 T 07,26
61,CD4 T 16,18
62,CD4 T 06,12
63,CD4 T 06,12
64,ILCs 16,39
65,CD4 T 01,11
66,CD4 T 06,12
67,ILCs 19,41
68,CD4 T 01,11
69,Myeloid 03,43
70,CD4 T 06,12
71,B Cells 12,5
72,CD4 T 16,18
73,CD4 T 17,19
74,CD8 T 01,22
75,CD4 T 14,16
76,Myeloid 10,44
77,CD4 T 01,11
78,CD4 T 01,11
79,CD4 T 01,11
80,CD4 T 14,16
81,CD4 T 01,11
82,CD4 T 06,12
83,CD8 T 01,22
84,CD4 T 06,12
85,CD8 T 08,27
86,B Cells 05,3
87,CD4 T 06,12
88,CD4 T 06,12
89,CD4 T 01,11
90,B Cells 05,3
91,CD8 T 06,25
92,B Cells 05,3
93,CD4 T 14,16
94,CD8 T 05,24
95,CD4 T 01,11
96,CD8 T 01,22
97,CD4 T 06,12
98,CD4 T 15,17
99,CD4 T 06,12
100,CD4 T 06,12
101,CD4 T 17,19
102,CD4 T 12,15
103,CD4 T 06,12
104,CD8 T 07,26
105,CD4 T 01,11
106,B Cells 05,3
107,Others 11,53
108,B Cells 01,0
109,CD4 T 06,12
110,CD4 T 06,12
111,Myeloid 03,43
112,CD4 T 01,11
113,ILCs 16,39
114,CD8 T 05,24
115,CD4 T 16,18
116,CD4 T 12,15
117,CD4 T 06,12
118,CD4 T 14,16
119,CD4 T 01,11
120,B Cells 01,0
121,CD4 T 11,14
122,CD4 T 14,16
123,ILCs 09,36
124,CD4 T 17,19
125,TCRgd 02,55
126,CD4 T 12,15
127,CD4 T 18,20
128,CD4 T 06,12
129,CD4 T 06,12
130,CD4 T 06,12
131,CD4 T 14,16
132,ILCs 09,36
133,CD4 T 16,18
134,CD4 T 14,16
135,CD4 T 01,11
136,ILCs 16,39
137,CD4 T 01,11
138,CD4 T 17,19
139,CD4 T 17,19
140,CD4 T 01,11
141,CD4 T 06,12
142,ILCs 09,36
143,CD4 T 15,17
144,CD4 T 14,16
145,CD4 T 06,12
146,CD4 T 14,16
147,CD4 T 18,20
148,CD4 T 17,19
149,ILCs 18,40
150,CD4 T 01,11
151,CD8 T 14,29
152,CD4 T 15,17
153,CD4 T 01,11
